"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"3885","true","img/F01.jpg","78","0","n","categorize-image-asp","9","540033","0.0-8.0-1.0","true","78",""
"9881","","","","0","","image-text","10","549919","0.0-8.0-2.0","","","{""Q0"":""The sailor holds the broom""}"
"4580","true","img/F03.jpg","89","0","y","categorize-image-asp","13","566128","0.0-8.0-1.1","true","89",""
"11682","","","","0","","image-text","14","577813","0.0-8.0-2.1","","","{""Q0"":""The waitress is holding a cane.""}"
"3346","false","img/F05.jpg","78","0","y","categorize-image-asp","17","593552","0.0-8.0-1.2","false","78",""
"19865","","","","0","","image-text","18","613421","0.0-8.0-2.2","","","{""Q0"":""The soldier is holding a mop.""}"
"3013","false","img/P39.jpg","78","1","y","categorize-image-asp","21","634063","0.0-10.0-0.0","false","78",""
"12946","","","","1","","image-text","22","647014","0.0-10.0-1.0","","","{""Q0"":""The clown is being kissed by the artist.""}"
"8091","true","img/P23.jpg","89","1","y","categorize-image-asp","24","668719","0.0-10.0-0.1","true","89",""
"13130","","","","1","","image-text","25","681853","0.0-10.0-1.1","","","{""Q0"":""The cowboy punched the ballerina.""}"
"3254","true","img/P15.jpg","89","1","y","categorize-image-asp","27","700479","0.0-10.0-0.2","true","89",""
"11875","","","","1","","image-text","28","712357","0.0-10.0-1.2","","","{""Q0"":""The nun is following the running boxer.""}"
"2106","true","img/P28.jpg","78","1","n","categorize-image-asp","30","724046","0.0-10.0-0.3","true","78",""
"9900","","","","1","","image-text","31","733948","0.0-10.0-1.3","","","{""Q0"":""The chef shoots the boxer.""}"
"3440","true","img/P41.jpg","89","1","y","categorize-image-asp","33","752527","0.0-10.0-0.4","true","89",""
"11690","","","","1","","image-text","34","764220","0.0-10.0-1.4","","","{""Q0"":""The policeman slaps the swimmer.""}"
"2829","true","img/P47.jpg","89","1","y","categorize-image-asp","36","781294","0.0-10.0-0.5","true","89",""
"9962","","","","1","","image-text","37","791259","0.0-10.0-1.5","","","{""Q0"":""The cowboy slapped the ballerina.""}"
"3297","true","img/P12.jpg","78","1","n","categorize-image-asp","39","805853","0.0-10.0-0.6","true","78",""
"9795","","","","1","","image-text","40","815652","0.0-10.0-1.6","","","{""Q0"":""The cowboy pushed the swimmer.""}"
"3736","false","img/P07.jpg","78","1","y","categorize-image-asp","42","834557","0.0-10.0-0.7","false","78",""
"10283","","","","1","","image-text","43","844844","0.0-10.0-1.7","","","{""Q0"":""The doctor is being chased by the waitress.""}"
"2796","true","img/P01.jpg","89","1","y","categorize-image-asp","45","861437","0.0-10.0-0.8","true","89",""
"12099","","","","1","","image-text","46","873539","0.0-10.0-1.8","","","{""Q0"":""The policeman chases the robber.""}"
"7470","true","img/P29.jpg","89","1","y","categorize-image-asp","48","896173","0.0-10.0-0.9","true","89",""
"8530","","","","1","","image-text","49","904706","0.0-10.0-1.9","","","{""Q0"":""The policeman scolds the boxer.""}"
"4624","true","img/P48.jpg","78","1","n","categorize-image-asp","51","923404","0.0-10.0-0.10","true","78",""
"12027","","","","1","","image-text","52","935435","0.0-10.0-1.10","","","{""Q0"":""The monk was tickled by the waitress.""}"
"3074","false","img/P31.jpg","78","1","y","categorize-image-asp","54","950764","0.0-10.0-0.11","false","78",""
"10059","","","","1","","image-text","55","960826","0.0-10.0-1.11","","","{""Q0"":""The professor scolds the soldier.""}"
"2853","false","img/P43.jpg","78","1","y","categorize-image-asp","57","975708","0.0-10.0-0.12","false","78",""
"7634","","","","1","","image-text","58","983346","0.0-10.0-1.12","","","{""Q0"":""The policeman slapped the boxer.""}"
"2606","true","img/P33.jpg","89","1","y","categorize-image-asp","60","997980","0.0-10.0-0.13","true","89",""
"8330","","","","1","","image-text","61","1006314","0.0-10.0-1.13","","","{""Q0"":""The nun is kissing the boxer.""}"
"6175","true","img/P03.jpg","89","1","y","categorize-image-asp","63","1026251","0.0-10.0-0.14","true","89",""
"9314","","","","1","","image-text","64","1035569","0.0-10.0-1.14","","","{""Q0"":""The policeman is chasing the swimmer.""}"
"2783","true","img/P32.jpg","78","1","n","categorize-image-asp","66","1052250","0.0-10.0-0.15","true","78",""
"10682","","","","1","","image-text","67","1062937","0.0-10.0-1.15","","","{""Q0"":""The swimmer was shot by the chef.""}"
"2748","false","img/P45.jpg","78","1","y","categorize-image-asp","69","1077595","0.0-10.0-0.16","false","78",""
"12627","","","","1","","image-text","70","1090225","0.0-10.0-1.16","","","{""Q0"":""The sailor is being slapped by the cowboy.""}"
"3027","true","img/P27.jpg","89","1","y","categorize-image-asp","72","1108394","0.0-10.0-0.17","true","89",""
"9459","","","","1","","image-text","73","1117857","0.0-10.0-1.17","","","{""Q0"":""The policeman is scolding the ballerina.""}"
"5105","true","img/P40.jpg","78","1","n","categorize-image-asp","75","1136666","0.0-10.0-0.18","true","78",""
"9811","","","","1","","image-text","76","1146480","0.0-10.0-1.18","","","{""Q0"":""The clown is being pulled by the boxer.""}"
"2473","false","img/P37.jpg","78","1","y","categorize-image-asp","78","1161866","0.0-10.0-0.19","false","78",""
"9193","","","","1","","image-text","79","1171064","0.0-10.0-1.19","","","{""Q0"":""The nun will kiss the ballerina.""}"
"2755","false","img/P13.jpg","78","1","y","categorize-image-asp","81","1185114","0.0-10.0-0.20","false","78",""
"12849","","","","1","","image-text","82","1197967","0.0-10.0-1.20","","","{""Q0"":""The soldier is being followed by the nun.""}"
"2265","true","img/P22.jpg","78","1","n","categorize-image-asp","84","1209546","0.0-10.0-0.21","true","78",""
"13218","","","","1","","image-text","85","1222767","0.0-10.0-1.21","","","{""Q0"":""The swimmer will be touched by the sailor.""}"
"1641","false","img/P11.jpg","78","1","y","categorize-image-asp","87","1239113","0.0-10.0-0.22","false","78",""
"8146","","","","1","","image-text","88","1247263","0.0-10.0-1.22","","","{""Q0"":""The pirate is following the doctor.""}"
"2402","true","img/P24.jpg","78","1","n","categorize-image-asp","90","1261754","0.0-10.0-0.23","true","78",""
"10954","","","","1","","image-text","91","1272711","0.0-10.0-1.23","","","{""Q0"":""The clown is being touched by the sailor.""}"
"2474","true","img/P06.jpg","78","1","n","categorize-image-asp","93","1289080","0.0-10.0-0.24","true","78",""
"10867","","","","1","","image-text","94","1299950","0.0-10.0-1.24","","","{""Q0"":""The waitress kicked the clown.""}"
"2028","true","img/P46.jpg","78","1","n","categorize-image-asp","96","1316952","0.0-10.0-0.25","true","78",""
"8412","","","","1","","image-text","97","1325366","0.0-10.0-1.25","","","{""Q0"":""The waitress tickles the doctor.""}"
"4364","false","img/P19.jpg","78","1","y","categorize-image-asp","99","1343160","0.0-10.0-0.26","false","78",""
"15676","","","","1","","image-text","100","1358837","0.0-10.0-1.26","","","{""Q0"":""""}"
"2720","true","img/P09.jpg","89","1","y","categorize-image-asp","102","1378920","0.0-10.0-0.27","true","89",""
"9499","","","","1","","image-text","103","1388422","0.0-10.0-1.27","","","{""Q0"":""The sailor is followed by the pirate.""}"
"2109","false","img/P17.jpg","78","1","y","categorize-image-asp","105","1403527","0.0-10.0-0.28","false","78",""
"11171","","","","1","","image-text","106","1414702","0.0-10.0-1.28","","","{""Q0"":""The artist punches the clown.""}"
"3024","true","img/P08.jpg","78","1","n","categorize-image-asp","108","1431207","0.0-10.0-0.29","true","78",""
"9114","","","","1","","image-text","109","1440325","0.0-10.0-1.29","","","{""Q0"":""The waitress kicked the thief.""}"
