,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
0,S103.jpg,AI,Touch,the cowboy is push the wheelchair,S017.jpg,Fix,n
1,S071.jpg,PI,Push,The sheep is being shave by the man,S055.jpg,Pull,n
2,F035.jpg,,swat,The family is laughing together. ,F072.jpg,fish,n
3,S083.jpg,PC,Shave,The sheep is being shaved by the man,S099.jpg,Tickle,y
4,S075.jpg,AC,Scold,The soldier is scolding the ballerina.,S113.jpg,Scare,y
5,F014.jpg,,row,The boy is rowing his boat. ,F051.jpg,jump,y
6,S106.jpg,PI,Touch,the swimmer is being touch by the sailor,S024.jpg,Follow,n
7,S100.jpg,AI,Touch,the sailor is touch the swimmer,S087.jpg,Shoot,y
8,F034.jpg,,buckle,The woman is making the bed.,F071.jpg,kneel,n
9,S012.jpg,AC,Chew,The dog is chewing the shoe.,S023.jpg,Follow,y
10,S089.jpg,PC,Slap,The priest is being chased by the policeman,S015.jpg,Dump,n
11,F022.jpg,,golf,The boy is camp in the forest.,F059.jpg,knight,n
12,S008.jpg,PC,Chase,The priest is being chased by the policeman,S086.jpg,Shoot,y
13,S081.jpg,AI,Scold,the sailor is touch the bicycle,S097.jpg,Tickle,n
14,F033.jpg,,ski,The man is boxing.,F070.jpg,light,n
15,S105.jpg,AC,Touch,The sailor is touching the bicycle.,S057.jpg,Pull,y
16,S102.jpg,PI,Touch,The car is being push by the man,S042.jpg,Kiss,n
17,F011.jpg,,snow,It is snowing right now.,F048.jpg,iron,y
18,S073.jpg,PC,Push,The car is being pushed by the man,S041.jpg,Kiss,y
19,S120.jpg,PI,Throw,the wrestler is being slap by the policeman,S049.jpg,Lift,n
20,F002.jpg,,beg,The man is beg for money on the street.,F039.jpg,cough,y
21,S093.jpg,AI,Slap,The soldier is hold the mop,S018.jpg,Fix,n
22,S031.jpg,AC,Hold,The soldier is holding the mop.,S123.jpg,Scoop,y
23,F036.jpg,,mop,The cheerleaders are cheering for the team.,F073.jpg,sleep,n
24,S076.jpg,PC,Scold,The bus is being pushed by the chef,S045.jpg,Kiss,n
25,S072.jpg,AI,Push,The chef is push the bus,S033.jpg,Kick,y
26,F030.jpg,,smile,The little boy is crying.,F067.jpg,skate,n
27,S104.jpg,AC,Touch,The policeman is slapping the priest.,S115.jpg,Bite,n
28,S091.jpg,PI,Slap,the priest is being slap by the policeman,S019.jpg,Fix,y
29,F027.jpg,,cheer,The woman is mop the floor.,F064.jpg,hammer,n
30,S069.jpg,AI,Push,the chef is push the clown,S126.jpg,Carve,y
31,S094.jpg,PC,Slap,The computer is being touched by the maid,S026.jpg,Hit,n
32,F006.jpg,,play,The girl is play the piano.,F043.jpg,celebrate,y
33,S107.jpg,AC,Touch,The nurse is chasing the doctor.,S046.jpg,Kiss,n
34,S006.jpg,PI,Chase,The doctor is being chase by the nurse,S034.jpg,Kick,y
35,F007.jpg,,bounce,The boy is bounce the basketball.,F044.jpg,operate,y
36,S013.jpg,AC,Clean,The sailor is holding the broom.,S059.jpg,Pull,n
37,S027.jpg,PI,Hold,The priest is being push by the chef,S002.jpg,Catch,n
38,F023.jpg,,cook,The two girls are whisper.,F060.jpg,crawl,n
39,S067.jpg,PC,Push,The priest is being pushed by the chef,S037.jpg,Kick,y
40,S112.jpg,AI,Iron,The woman is iron the clothes.,S060.jpg,Punch,y
41,F004.jpg,,clap,The person is clap after cleaning.,F041.jpg,dry,y
42,S068.jpg,PC,Push,the ballerina is being pushed by the cowboy,S035.jpg,Kick,y
43,S009.jpg,AC,Chase,The man is raking the leaves.,S039.jpg,Kick,n
44,F025.jpg,,make,The person buckle their shoes.,F062.jpg,howl,n
45,S116.jpg,PI,Rake,The leaves are being rake by the man.,S052.jpg,Pull,y
46,S079.jpg,AI,Scold,The man is send a letter.,S096.jpg,Tickle,n
47,F009.jpg,,parachute,The man is parachute to the ground.,F046.jpg,drill,y
