,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
0,S125.jpg,AI,Pay,The man is pay for milk.,S017.jpg,Fix,y
1,S122.jpg,PI,Give,The cat is being chase by the dog,S055.jpg,Pull,n
2,F019.jpg,,dip,The person is dipping the chip in sauce.,F056.jpg,drip,y
3,S011.jpg,PC,Chase,The thief is being chased by the nurse,S099.jpg,Tickle,n
4,S009.jpg,AC,Chase,The nurse is chasing the thief.,S113.jpg,Scare,y
5,F008.jpg,,curtsy,The girl is curtsy.,F045.jpg,knit,y
6,S027.jpg,PI,Hold,The broom is being hold by the broom,S024.jpg,Follow,y
7,S070.jpg,AI,Push,the cowboy is push the swimmer,S087.jpg,Shoot,y
8,F023.jpg,,cook,The two girls are whisper.,F060.jpg,crawl,n
9,S016.jpg,PC,Erase,The thief is being chased by the pirate,S023.jpg,Follow,n
10,S007.jpg,AC,Chase,The woman is cleaning the window.,S015.jpg,Dump,n
11,F003.jpg,,bow,The gentleman is bow to the crowd.,F040.jpg,hide,y
12,S013.jpg,AC,Clean,The woman is cleaning the window.,S086.jpg,Shoot,y
13,S077.jpg,PI,Scold,the clown is being push by the chef,S097.jpg,Tickle,n
14,F007.jpg,,bounce,The boy is bounce the basketball.,F044.jpg,operate,y
15,S069.jpg,PC,Push,The mop is being held by the soldier,S057.jpg,Pull,n
16,S031.jpg,AI,Hold,The soldier is hold the mop,S042.jpg,Kiss,y
17,F006.jpg,,play,The girl is play the piano.,F043.jpg,celebrate,y
18,S072.jpg,PI,Push,the thief is being chase by the policeman,S041.jpg,Kiss,n
19,S004.jpg,PC,Chase,The thief is being chased by the policeman,S049.jpg,Lift,y
20,F034.jpg,,buckle,The woman is making the bed.,F071.jpg,kneel,n
21,S091.jpg,AC,Slap,The policeman is slapping the priest.,S018.jpg,Fix,y
22,S103.jpg,AI,Touch,the sailor is touch the swimmer,S123.jpg,Scoop,n
23,F011.jpg,,snow,It is snowing right now.,F048.jpg,iron,y
24,S100.jpg,PC,Touch,the swimmer is being touched by the sailor,S045.jpg,Kiss,y
25,S083.jpg,AC,Shave,The man is shaving the sheep.,S033.jpg,Kick,y
26,F030.jpg,,smile,The little boy is crying.,F067.jpg,skate,n
27,S109.jpg,AI,Water,The chef is push the priest,S115.jpg,Bite,n
28,S067.jpg,PI,Push,the clown is being touch by the sailor,S019.jpg,Fix,n
29,F033.jpg,,ski,The man is boxing.,F070.jpg,light,n
30,S101.jpg,AC,Touch,The sailor is touching the clown.,S126.jpg,Carve,y
31,S003.jpg,AI,chase,the policeman is slap the clown,S026.jpg,Hit,n
32,F001.jpg,,hammer,The person is hit the nail with the hammer.,F038.jpg,curl,y
33,S090.jpg,PC,Slap,the clown is being slapped by the policeman,S046.jpg,Kiss,y
34,S095.jpg,PI,Slap,the bicycle is being touch by the sailor,S034.jpg,Kick,n
