,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
0,S117.jpg,PI,Cut,The broom is being hold by the broom,S017.jpg,Fix,n
1,S027.jpg,PC,Hold,The broom is being held by the sailor,S055.jpg,Pull,y
2,F005.jpg,,clap,The man is clap after the performance,F042.jpg,write,y
3,S083.jpg,AI,Shave,The man is shave the sheep,S099.jpg,Tickle,y
4,S114.jpg,AC,Send,The dog is chasing the cat.,S113.jpg,Scare,n
5,F016.jpg,,slip,The man slipped on a banana peel.,F053.jpg,juggle,y
6,S011.jpg,AC,Chase,The dog is chasing the cat.,S024.jpg,Follow,y
7,S112.jpg,PI,Iron,The clothes are being iron by the woman.,S087.jpg,Shoot,y
8,F001.jpg,,hammer,The person is hit the nail with the hammer.,F038.jpg,curl,y
9,S092.jpg,PC,Slap,The cart is being pushed by the worker,S023.jpg,Follow,n
10,S074.jpg,AI,Push,The policeman is scold the priest.,S015.jpg,Dump,n
11,F032.jpg,,whisper,The woman is cooking a burger patty.,F069.jpg,raise,n
12,S081.jpg,PC,Scold,the professor is being slapped by the cowboy,S086.jpg,Shoot,n
13,S088.jpg,AC,Slap,The cowboy is slapping the professor.,S097.jpg,Tickle,y
14,F017.jpg,,shower,The person is showering. ,F054.jpg,light,y
15,S078.jpg,PI,Scold,The doctor is being scold by the policeman,S057.jpg,Pull,y
16,S103.jpg,AI,Touch,The maid is touch the snake,S042.jpg,Kiss,n
17,F036.jpg,,mop,The cheerleaders are cheering for the team.,F073.jpg,sleep,n
18,S106.jpg,AI,Touch,The maid is touch the snake,S041.jpg,Kiss,y
19,S125.jpg,AC,Pay,The cowboy is pushing the swimmer.,S049.jpg,Lift,n
20,F031.jpg,,camp,The two men are golfing.,F068.jpg,sail,n
21,S070.jpg,PC,Push,The man is being tripped by the other man.,S018.jpg,Fix,n
22,S108.jpg,PI,Trip,The man is being trip by the other man.,S123.jpg,Scoop,y
23,F023.jpg,,cook,The two girls are whisper.,F060.jpg,crawl,n
24,S104.jpg,AI,Touch,the cowboy is slap the soldier,S045.jpg,Kiss,n
25,S094.jpg,PC,Slap,The cane is being held by the maid,S033.jpg,Kick,n
26,F003.jpg,,bow,The gentleman is bow to the crowd.,F040.jpg,hide,y
27,S028.jpg,PI,Hold,The cane is being hold by the maid,S115.jpg,Bite,y
28,S029.jpg,AC,Hold,The maid is holding the chain.,S019.jpg,Fix,y
29,F002.jpg,,beg,The man is beg for money on the street.,F039.jpg,cough,y
30,S105.jpg,PI,Touch,the bicycle is being touch by the sailor,S126.jpg,Carve,y
31,S005.jpg,AC,Chase,The pirate is chasing the swimmer.,S026.jpg,Hit,y
32,F027.jpg,,cheer,The woman is mop the floor.,F064.jpg,hammer,n
33,S075.jpg,PC,Scold,the priest is being slapped by the policeman,S046.jpg,Kiss,n
34,S091.jpg,AI,Slap,The professor is scold the wrestler,S034.jpg,Kick,n
35,F006.jpg,,play,The girl is play the piano.,F043.jpg,celebrate,y
36,S079.jpg,PI,Scold,the sailor is being chase by the nun,S059.jpg,Pull,n
37,S003.jpg,PC,chase,The sailor is being chased by the nun.,S002.jpg,Catch,y
38,F015.jpg,,brush,The boy is brushing his teeth.,F052.jpg,sneeze,y
39,S007.jpg,AI,Chase,The professor is scold the sailor,S037.jpg,Kick,n
40,S082.jpg,AC,Scold,The professor is scolding the sailor.,S060.jpg,Punch,y
