,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
0,S012.jpg,PC,Chew,The shoe is being chewd by the dog,S017.jpg,Fix,y
1,S119.jpg,AI,Tear,The person is cut the apple.,S055.jpg,Pull,n
2,F013.jpg,,balanace,The acrobat is balancing on the rope.,F050.jpg,hitchhike,y
3,S117.jpg,AC,Cut,The person is cutting the apple.,S099.jpg,Tickle,y
4,S095.jpg,PI,Slap,the ballerina is being push by the cowboy,S113.jpg,Scare,n
5,F036.jpg,,mop,The cheerleaders are cheering for the team.,F073.jpg,sleep,n
6,S068.jpg,PI,Push,the ballerina is being push by the cowboy,S024.jpg,Follow,y
7,S013.jpg,AC,Clean,The man is pushing the car.,S087.jpg,Shoot,n
8,F035.jpg,,swat,The family is laughing together. ,F072.jpg,fish,n
9,S073.jpg,PC,Push,The car is being pushed by the man,S023.jpg,Follow,y
10,S101.jpg,AI,Touch,the chef is push the clown,S015.jpg,Dump,n
11,F003.jpg,,bow,The gentleman is bow to the crowd.,F040.jpg,hide,y
12,S069.jpg,PI,Push,the clown is being push by the chef,S086.jpg,Shoot,y
13,S067.jpg,AI,Push,The chef is push the priest,S097.jpg,Tickle,y
14,F024.jpg,,box,The man is ski down the mountain.,F061.jpg,make,n
15,S010.jpg,PC,Chase,The bus is being pushed by the chef,S057.jpg,Pull,n
16,S072.jpg,AC,Push,The maid is holding the cane.,S042.jpg,Kiss,n
17,F027.jpg,,cheer,The woman is mop the floor.,F064.jpg,hammer,n
18,S028.jpg,PC,Hold,the soldier is being slapped by the cowboy,S041.jpg,Kiss,n
19,S094.jpg,AI,Slap,the cowboy is slap the soldier,S049.jpg,Lift,y
20,F010.jpg,,hatch,The chick just hatch.,F047.jpg,comb,y
21,S125.jpg,PI,Pay,the television is being touch by the sailor,S018.jpg,Fix,n
22,S104.jpg,AC,Touch,The sailor is touching the television.,S123.jpg,Scoop,y
23,F029.jpg,,shock,The girl is crying. ,F066.jpg,bark,n
24,S032.jpg,AI,Hold,The sailor is hold the teapot,S045.jpg,Kiss,y
25,S011.jpg,AC,Chase,The dog is chasing the cat.,S033.jpg,Kick,y
26,F031.jpg,,camp,The two men are golfing.,F068.jpg,sail,n
27,S076.jpg,PC,Scold,The plant is being watered by the woman.,S115.jpg,Bite,n
28,S109.jpg,PI,Water,The chain is being hold by the maid,S019.jpg,Fix,n
29,F005.jpg,,clap,The man is clap after the performance,F042.jpg,write,y
30,S029.jpg,PC,Hold,The chain is being held by the maid,S126.jpg,Carve,y
31,S107.jpg,AC,Touch,The teacher is erasing the board.,S026.jpg,Hit,n
32,F030.jpg,,smile,The little boy is crying.,F067.jpg,skate,n
33,S016.jpg,PI,Erase,The cart is being push by the worker,S046.jpg,Kiss,n
34,S074.jpg,AI,Push,The worker is push the cart,S034.jpg,Kick,y
35,F037.jpg,,mine,The girl is singing a song.,F074.jpg,swim,n
36,S006.jpg,AI,Chase,The nurse is chase the doctor,S059.jpg,Pull,y
37,S093.jpg,PI,Slap,The letter is being send by the man.,S002.jpg,Catch,n
38,F014.jpg,,row,The boy is rowing his boat. ,F051.jpg,jump,y
39,S124.jpg,PC,Send,The letter is being sent by the man.,S037.jpg,Kick,y
40,S100.jpg,AC,Touch,The cowboy is slapping the soldier.,S060.jpg,Punch,n
41,F020.jpg,,cry,The boy shock himself.,F057.jpg,miss,n
42,S089.jpg,PI,Slap,the swimmer is being chase by the pirate,S035.jpg,Kick,n
43,S005.jpg,AC,Chase,The pirate is chasing the swimmer.,S039.jpg,Kick,y
44,F004.jpg,,clap,The person is clap after cleaning.,F041.jpg,dry,y
45,S003.jpg,PC,chase,The sailor is being chased by the nun.,S052.jpg,Pull,y
46,S103.jpg,AI,Touch,The soldier is hold the mop,S096.jpg,Tickle,n
47,F033.jpg,,ski,The man is boxing.,F070.jpg,light,n
48,S031.jpg,AI,Hold,The soldier is hold the mop,S098.jpg,Tickle,y
