,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
0,S013.jpg,PC,Clean,the bicycle is being touched by the sailor,S017.jpg,Fix,n
1,S105.jpg,AC,Touch,The sailor is touching the bicycle.,S055.jpg,Pull,y
2,F024.jpg,,box,The man is ski down the mountain.,F061.jpg,make,n
3,S091.jpg,PI,Slap,the priest is being slap by the policeman,S099.jpg,Tickle,y
4,S107.jpg,AI,Touch,The maid is touch the doctor,S113.jpg,Scare,n
5,F023.jpg,,cook,The two girls are whisper.,F060.jpg,crawl,n
6,S103.jpg,PI,Touch,The doctor is being touch by the maid,S024.jpg,Follow,y
7,S125.jpg,AC,Pay,The man is giving the girl a present.,S087.jpg,Shoot,n
8,F012.jpg,,bounce,The boy is bouncing the basketball.,F049.jpg,fall,y
9,S122.jpg,AI,Give,the sailor is touch the swimmer,S023.jpg,Follow,n
10,S100.jpg,PC,Touch,the swimmer is being touched by the sailor,S015.jpg,Dump,y
11,F007.jpg,,bounce,The boy is bounce the basketball.,F044.jpg,operate,y
12,S090.jpg,PI,Slap,the clown is being slap by the policeman,S086.jpg,Shoot,y
13,S016.jpg,AC,Erase,The sailor is holding the broom.,S097.jpg,Tickle,n
14,F003.jpg,,bow,The gentleman is bow to the crowd.,F040.jpg,hide,y
15,S027.jpg,AI,Hold,The sailor is hold the broom,S057.jpg,Pull,y
16,S006.jpg,PC,Chase,The cat is being chased by the dog,S042.jpg,Kiss,n
17,F013.jpg,,balanace,The acrobat is balancing on the rope.,F050.jpg,hitchhike,y
18,S011.jpg,AC,Chase,The man is pushing the car.,S041.jpg,Kiss,n
19,S073.jpg,PI,Push,the soldier is being slap by the cowboy,S049.jpg,Lift,n
20,F022.jpg,,golf,The boy is camp in the forest.,F059.jpg,knight,n
21,S094.jpg,PC,Slap,the soldier is being slapped by the cowboy,S018.jpg,Fix,y
22,S120.jpg,AI,Throw,The boy is throw a snowball.,S123.jpg,Scoop,y
23,F037.jpg,,mine,The girl is singing a song.,F074.jpg,swim,n
24,S092.jpg,PC,Slap,the swimmer is being slapped by the policeman,S045.jpg,Kiss,y
25,S007.jpg,AI,Chase,The dog is chew the shoe,S033.jpg,Kick,n
26,F035.jpg,,swat,The family is laughing together. ,F072.jpg,fish,n
27,S012.jpg,PI,Chew,The priest is being scoldby the policeman,S115.jpg,Bite,n
28,S081.jpg,AC,Scold,The policeman is scolding the priest.,S019.jpg,Fix,y
29,F021.jpg,,cry,The girl is smile at the camera.,F058.jpg,smoke,n
30,S005.jpg,AI,Chase,The man is shave the sheep,S126.jpg,Carve,n
31,S083.jpg,PI,Shave,The sheep is being shave by the man,S026.jpg,Hit,y
32,F025.jpg,,make,The person buckle their shoes.,F062.jpg,howl,n
33,S095.jpg,PC,Slap,The snake is being touched by the maid,S046.jpg,Kiss,n
34,S106.jpg,AC,Touch,The maid is touching the snake.,S034.jpg,Kick,y
35,F008.jpg,,curtsy,The girl is curtsy.,F045.jpg,knit,y
36,S030.jpg,PC,Hold,The mop is being held by the soldier,S059.jpg,Pull,n
37,S031.jpg,AC,Hold,The policeman is chasing the priest.,S002.jpg,Catch,n
38,F018.jpg,,salute,The soldier is saluting.,F055.jpg,eat,y
39,S008.jpg,AI,Chase,The policeman is chase the priest,S037.jpg,Kick,y
