"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"5326","true","img/F001.jpg","89","0","y","categorize-image","7","1217978","0.0-6.0-1.0","true","89",""
"11041","","","","0","","image-text","8","1229023","0.0-6.0-2.0","","","{""Q0"":""the boy is bouncing a ball""}"
"2832","true","img/F002.jpg","89","0","y","categorize-image","10","1235367","0.0-6.0-1.1","true","89",""
"11693","","","","0","","image-text","11","1247064","0.0-6.0-2.1","","","{""Q0"":""the girl gives a curtsy""}"
"4328","true","img/F003.jpg","89","0","y","categorize-image","13","1254907","0.0-6.0-1.2","true","89",""
"22081","","","","0","","image-text","14","1276991","0.0-6.0-2.2","","","{""Q0"":""the man is landing from a parachute""}"
"4409","true","img/S114.jpg","89","1","y","categorize-image","17","1288666","0.0-8.0-1.0","true","89",""
"12290","","","","1","","image-text","18","1300960","0.0-8.0-2.0","","","{""Q0"":""he is fixing the sink""}"
"6989","false","img/S068.jpg","78","1","y","categorize-image","20","1311466","0.0-8.0-1.1","false","78",""
"15128","","","","1","","image-text","21","1326599","0.0-8.0-2.1","","","{""Q0"":""the pirate is pulling the doctor""}"
"2501","true","img/F034.jpg","78","1","n","categorize-image","23","1332616","0.0-8.0-1.2","true","78",""
"13116","","","","1","","image-text","24","1345735","0.0-8.0-2.2","","","{""Q0"":""the girl is kneeling""}"
"4987","true","img/S109.jpg","78","1","n","categorize-image","26","1354226","0.0-8.0-1.3","true","78",""
"17041","","","","1","","image-text","27","1371271","0.0-8.0-2.3","","","{""Q0"":""the soldier is tickling the criminal""}"
"5318","false","img/S076.jpg","89","1","n","categorize-image","29","1380106","0.0-8.0-1.4","false","89",""
"27346","","","","1","","image-text","30","1407455","0.0-8.0-2.4","","","{""Q0"":""the girl scared the boy""}"
"2851","true","img/F009.jpg","89","1","y","categorize-image","32","1413817","0.0-8.0-1.5","true","89",""
"20380","","","","1","","image-text","33","1434199","0.0-8.0-2.5","","","{""Q0"":""the drill is being held by a hand""}"
"3556","true","img/S078.jpg","78","1","n","categorize-image","35","1441267","0.0-8.0-1.6","true","78",""
"14081","","","","1","","image-text","36","1455352","0.0-8.0-2.6","","","{""Q0"":""the soldier is being followed""}"
"2370","true","img/S108.jpg","89","1","y","categorize-image","38","1461239","0.0-8.0-1.7","true","89",""
"22373","","","","1","","image-text","39","1483615","0.0-8.0-2.7","","","{""Q0"":""the artist shoots the ballerina with a gun""}"
"2513","true","img/F030.jpg","78","1","n","categorize-image","41","1489637","0.0-8.0-1.8","true","78",""
"8087","","","","1","","image-text","42","1497728","0.0-8.0-2.8","","","{""Q0"":""the boy is skating""}"
"3162","true","img/S104.jpg","78","1","n","categorize-image","44","1504407","0.0-8.0-1.9","true","78",""
"12990","","","","1","","image-text","45","1517399","0.0-8.0-2.9","","","{""Q0"":""the pirate is following a man""}"
"2132","true","img/S116.jpg","89","1","y","categorize-image","47","1523047","0.0-8.0-1.10","true","89",""
