"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2989","true","img/F002.jpg","89","0","y","categorize-image","7","763510","0.0-6.0-1.0","true","89",""
"12908","","","","0","","image-text","8","776422","0.0-6.0-2.0","","","{""Q0"":""She is curtsying""}"
"2208","true","img/F003.jpg","89","0","y","categorize-image","10","782149","0.0-6.0-1.1","true","89",""
"8605","","","","0","","image-text","11","790758","0.0-6.0-2.1","","","{""Q0"":""They are parachuting""}"
"1818","true","img/F001.jpg","89","0","y","categorize-image","13","796089","0.0-6.0-1.2","true","89",""
"6993","","","","0","","image-text","14","803085","0.0-6.0-2.2","","","{""Q0"":""he is bouncing""}"
"7937","true","img/S103.jpg","78","1","n","categorize-image","17","819880","0.0-8.0-1.0","true","78",""
"10601","","","","1","","image-text","18","830486","0.0-8.0-2.0","","","{""Q0"":""he is fixing something""}"
"5830","true","img/S008.jpg","78","1","n","categorize-image","20","839832","0.0-8.0-1.1","true","78",""
"11441","","","","1","","image-text","21","851277","0.0-8.0-2.1","","","{""Q0"":""he is pulling""}"
"2928","true","img/F015.jpg","89","1","y","categorize-image","23","857722","0.0-8.0-1.2","true","89",""
"9505","","","","1","","image-text","24","867229","0.0-8.0-2.2","","","{""Q0"":""she is sneezing""}"
"2510","true","img/S119.jpg","89","1","y","categorize-image","26","873252","0.0-8.0-1.3","true","89",""
"14422","","","","1","","image-text","27","887677","0.0-8.0-2.3","","","{""Q0"":""he is tickling the other man""}"
"4415","true","img/S088.jpg","89","1","y","categorize-image","29","895604","0.0-8.0-1.4","true","89",""
"8701","","","","1","","image-text","30","904309","0.0-8.0-2.4","","","{""Q0"":""she is scaring them""}"
"2038","true","img/F016.jpg","89","1","y","categorize-image","32","909866","0.0-8.0-1.5","true","89",""
"7472","","","","1","","image-text","33","917341","0.0-8.0-2.5","","","{""Q0"":""they are juggling""}"
"6368","false","img/S076.jpg","78","1","y","categorize-image","35","927218","0.0-8.0-1.6","false","78",""
"15473","","","","1","","image-text","36","942693","0.0-8.0-2.6","","","{""Q0"":""the nun is following the soldier""}"
"4936","true","img/S003.jpg","78","1","n","categorize-image","38","951138","0.0-8.0-1.7","true","78",""
"8968","","","","1","","image-text","39","960108","0.0-8.0-2.7","","","{""Q0"":""the man is shooting the girl""}"
"2329","true","img/F036.jpg","78","1","n","categorize-image","41","965959","0.0-8.0-1.8","true","78",""
"4802","","","","1","","image-text","42","970765","0.0-8.0-2.8","","","{""Q0"":""she is sleeping""}"
"1744","true","img/S007.jpg","78","1","n","categorize-image","44","976020","0.0-8.0-1.9","true","78",""
"9310","","","","1","","image-text","45","985333","0.0-8.0-2.9","","","{""Q0"":""the pirate is following the sailor""}"
"7457","true","img/S117.jpg","89","1","y","categorize-image","47","996309","0.0-8.0-1.10","true","89",""
"11732","","","","1","","image-text","48","1008045","0.0-8.0-2.10","","","{""Q0"":""the man is dumping into the truck""}"
"1549","true","img/F018.jpg","89","1","y","categorize-image","50","1013112","0.0-8.0-1.11","true","89",""
"4554","","","","1","","image-text","51","1017669","0.0-8.0-2.11","","","{""Q0"":""the boy is eating""}"
"2151","true","img/S101.jpg","89","1","y","categorize-image","53","1023335","0.0-8.0-1.12","true","89",""
"11484","","","","1","","image-text","54","1034821","0.0-8.0-2.12","","","{""Q0"":""the chef is shooting the swimmer""}"
"2374","true","img/S012.jpg","78","1","n","categorize-image","56","1040705","0.0-8.0-1.13","true","78",""
"9625","","","","1","","image-text","57","1050333","0.0-8.0-2.13","","","{""Q0"":""the lady is tickling the patient""}"
"1987","true","img/F035.jpg","78","1","n","categorize-image","59","1055825","0.0-8.0-1.14","true","78",""
"9080","","","","1","","image-text","60","1064909","0.0-8.0-2.14","","","{""Q0"":""she is fishing""}"
"3454","true","img/S081.jpg","89","1","y","categorize-image","62","1071876","0.0-8.0-1.15","true","89",""
"9303","","","","1","","image-text","63","1081181","0.0-8.0-2.15","","","{""Q0"":""the pirate is pulling the car""}"
"2865","true","img/S072.jpg","78","1","n","categorize-image","65","1087555","0.0-8.0-1.16","true","78",""
"16630","","","","1","","image-text","66","1104189","0.0-8.0-2.16","","","{""Q0"":""the nun is kissing the clown""}"
"2256","true","img/F003.jpg","89","1","y","categorize-image","68","1109955","0.0-8.0-1.17","true","89",""
"5606","","","","1","","image-text","69","1115565","0.0-8.0-2.17","","","{""Q0"":""the child is hiding""}"
"1627","true","img/S067.jpg","78","1","n","categorize-image","71","1120705","0.0-8.0-1.18","true","78",""
"11858","","","","1","","image-text","72","1132565","0.0-8.0-2.18","","","{""Q0"":""the artist is kissing the ballerina""}"
"2099","true","img/S106.jpg","89","1","y","categorize-image","74","1138185","0.0-8.0-1.19","true","89",""
"9560","","","","1","","image-text","75","1147749","0.0-8.0-2.19","","","{""Q0"":""the person is lifting the bucket""}"
"3031","true","img/F002.jpg","89","1","y","categorize-image","77","1154295","0.0-8.0-1.20","true","89",""
"5809","","","","1","","image-text","78","1160109","0.0-8.0-2.20","","","{""Q0"":""the person is coughing""}"
"2637","true","img/S095.jpg","89","1","y","categorize-image","80","1166265","0.0-8.0-1.21","true","89",""
"10752","","","","1","","image-text","81","1177021","0.0-8.0-2.21","","","{""Q0"":""the man is fixing the vehicle""}"
"2127","true","img/S112.jpg","78","1","n","categorize-image","83","1182661","0.0-8.0-1.22","true","78",""
"8732","","","","1","","image-text","84","1191397","0.0-8.0-2.22","","","{""Q0"":""the person is scooping  ice cream""}"
"1988","true","img/F023.jpg","78","1","n","categorize-image","86","1196905","0.0-8.0-1.23","true","78",""
"6408","","","","1","","image-text","87","1203318","0.0-8.0-2.23","","","{""Q0"":""the child is crawling""}"
"1506","true","img/S074.jpg","78","1","n","categorize-image","89","1208338","0.0-8.0-1.24","true","78",""
