"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"15119","true","img/F001.jpg","89","0","y","categorize-image","7","735607","0.0-6.0-1.0","true","89",""
"17343","","","","0","","image-text","8","752953","0.0-6.0-2.0","","","{""Q0"":""The boy is bouncing the ball.""}"
"3623","true","img/F002.jpg","89","0","y","categorize-image","10","760087","0.0-6.0-1.1","true","89",""
"56343","","","","0","","image-text","11","816432","0.0-6.0-2.1","","","{""Q0"":""The girl is curtsying.""}"
"7343","true","img/F003.jpg","89","0","y","categorize-image","13","827286","0.0-6.0-1.2","true","89",""
"15576","","","","0","","image-text","14","842864","0.0-6.0-2.2","","","{""Q0"":""The man is attached to the parachute.""}"
"7420","true","img/S013.jpg","78","1","n","categorize-image","17","857465","0.0-8.0-1.0","true","78",""
"20500","","","","1","","image-text","18","877968","0.0-8.0-2.0","","","{""Q0"":""The man is fixing the sink.""}"
"12955","false","img/S105.jpg","78","1","y","categorize-image","20","894435","0.0-8.0-1.1","false","78",""
"30768","","","","1","","image-text","21","925207","0.0-8.0-2.1","","","{""Q0"":""One person is pulling another person with a rope.""}"
"4080","true","img/F024.jpg","78","1","n","categorize-image","23","932806","0.0-8.0-1.2","true","78",""
"14982","","","","1","","image-text","24","947791","0.0-8.0-2.2","","","{""Q0"":""The woman makes the bed.""}"
"6638","true","img/S091.jpg","89","1","y","categorize-image","26","957947","0.0-8.0-1.3","true","89",""
"33601","","","","1","","image-text","27","991551","0.0-8.0-2.3","","","{""Q0"":""The soldier is tickling the other man.""}"
"7149","true","img/S107.jpg","78","1","n","categorize-image","29","1002216","0.0-8.0-1.4","true","78",""
"21331","","","","1","","image-text","30","1023551","0.0-8.0-2.4","","","{""Q0"":""The girl wears a mask to scare the boy.""}"
"4366","true","img/F023.jpg","78","1","n","categorize-image","32","1031426","0.0-8.0-1.5","true","78",""
"18072","","","","1","","image-text","33","1049502","0.0-8.0-2.5","","","{""Q0"":""The toddler crawls across the floor.""}"
"15456","false","img/S103.jpg","78","1","y","categorize-image","35","1068466","0.0-8.0-1.6","false","78",""
"15809","","","","1","","image-text","36","1084278","0.0-8.0-2.6","","","{""Q0"":""The priest follows the soldier.""}"
"5698","true","img/S125.jpg","78","1","n","categorize-image","38","1093495","0.0-8.0-1.7","true","78",""
"19283","","","","1","","image-text","39","1112781","0.0-8.0-2.7","","","{""Q0"":""The artist shoots the ballerina.""}"
"4271","true","img/F012.jpg","89","1","y","categorize-image","41","1120565","0.0-8.0-1.8","true","89",""
"12510","","","","1","","image-text","42","1133078","0.0-8.0-2.8","","","{""Q0"":""The boy is falling off the ladder.""}"
"4243","true","img/S122.jpg","78","1","n","categorize-image","44","1140835","0.0-8.0-1.9","true","78",""
"32359","","","","1","","image-text","45","1173197","0.0-8.0-2.9","","","{""Q0"":""The sailor is followed by the pirate.""}"
"8426","true","img/S100.jpg","89","1","y","categorize-image","47","1185135","0.0-8.0-1.10","true","89",""
"22491","","","","1","","image-text","48","1207629","0.0-8.0-2.10","","","{""Q0"":""The garbage man dumps the trash into the truck.""}"
"5133","true","img/F007.jpg","89","1","y","categorize-image","50","1216274","0.0-8.0-1.11","true","89",""
"12840","","","","1","","image-text","51","1229116","0.0-8.0-2.11","","","{""Q0"":""The surgeon operates on a patient.""}"
"4940","true","img/S090.jpg","89","1","y","categorize-image","53","1237574","0.0-8.0-1.12","true","89",""
"13459","","","","1","","image-text","54","1251036","0.0-8.0-2.12","","","{""Q0"":""The chef shoots the swimmer.""}"
"3979","true","img/S016.jpg","78","1","n","categorize-image","56","1258533","0.0-8.0-1.13","true","78",""
"13436","","","","1","","image-text","57","1271972","0.0-8.0-2.13","","","{""Q0"":""The maid tickles the priest.""}"
"6874","true","img/F003.jpg","89","1","y","categorize-image","59","1282354","0.0-8.0-1.14","true","89",""
"16728","","","","1","","image-text","60","1299083","0.0-8.0-2.14","","","{""Q0"":""The boy hides behind the curtains.""}"
"3834","true","img/S027.jpg","89","1","y","categorize-image","62","1306434","0.0-8.0-1.15","true","89",""
"24551","","","","1","","image-text","63","1330987","0.0-8.0-2.15","","","{""Q0"":""The pirate pulls a car.""}"
"3724","true","img/S006.jpg","78","1","n","categorize-image","65","1338224","0.0-8.0-1.16","true","78",""
"13425","","","","1","","image-text","66","1351650","0.0-8.0-2.16","","","{""Q0"":""The clown and the priest kiss.""}"
"4857","true","img/F013.jpg","89","1","y","categorize-image","68","1360013","0.0-8.0-1.17","true","89",""
"16442","","","","1","","image-text","69","1376459","0.0-8.0-2.17","","","{""Q0"":""The man is hitchhiking.""}"
"7247","true","img/S011.jpg","78","1","n","categorize-image","71","1387213","0.0-8.0-1.18","true","78",""
"11394","","","","1","","image-text","72","1398611","0.0-8.0-2.18","","","{""Q0"":""The artist kisses the ballerina.""}"
"3049","true","img/S073.jpg","78","1","n","categorize-image","74","1405172","0.0-8.0-1.19","true","78",""
"12075","","","","1","","image-text","75","1417250","0.0-8.0-2.19","","","{""Q0"":""The boy lifts a bucket.""}"
"3049","true","img/F022.jpg","78","1","n","categorize-image","77","1423812","0.0-8.0-1.20","true","78",""
"13315","","","","1","","image-text","78","1437130","0.0-8.0-2.20","","","{""Q0"":""The queen knights the man.""}"
"10640","true","img/S094.jpg","89","1","y","categorize-image","80","1451282","0.0-8.0-1.21","true","89",""
"13147","","","","1","","image-text","81","1464433","0.0-8.0-2.21","","","{""Q0"":""The mechanic fixes the engine.""}"
"3762","true","img/S120.jpg","89","1","y","categorize-image","83","1471712","0.0-8.0-1.22","true","89",""
"16264","","","","1","","image-text","84","1487978","0.0-8.0-2.22","","","{""Q0"":""The person scoops ice cream.""}"
"3727","true","img/F037.jpg","78","1","n","categorize-image","86","1495211","0.0-8.0-1.23","true","78",""
"9939","","","","1","","image-text","87","1505153","0.0-8.0-2.23","","","{""Q0"":""The boys swims in water.""}"
"3905","true","img/S092.jpg","89","1","y","categorize-image","89","1512573","0.0-8.0-1.24","true","89",""
"15825","","","","1","","image-text","90","1528402","0.0-8.0-2.24","","","{""Q0"":""The wrestler and priest kiss.""}"
"3256","true","img/S007.jpg","78","1","n","categorize-image","92","1535163","0.0-8.0-1.25","true","78",""
"21491","","","","1","","image-text","93","1556657","0.0-8.0-2.25","","","{""Q0"":""The cop kicks the clown.""}"
"2211","true","img/F035.jpg","78","1","n","categorize-image","95","1562383","0.0-8.0-1.26","true","78",""
"15103","","","","1","","image-text","96","1577488","0.0-8.0-2.26","","","{""Q0"":""The girl fishes.""}"
"4406","true","img/S012.jpg","78","1","n","categorize-image","98","1585403","0.0-8.0-1.27","true","78",""
"10459","","","","1","","image-text","99","1595864","0.0-8.0-2.27","","","{""Q0"":""The bird bites the hand.""}"
"4858","true","img/S081.jpg","89","1","y","categorize-image","101","1604243","0.0-8.0-1.28","true","89",""
"15818","","","","1","","image-text","102","1620064","0.0-8.0-2.28","","","{""Q0"":""The boy fixes his bike.""}"
"3763","true","img/F021.jpg","78","1","n","categorize-image","104","1627343","0.0-8.0-1.29","true","78",""
"11935","","","","1","","image-text","105","1639280","0.0-8.0-2.29","","","{""Q0"":""The man smokes a cigarette.""}"
"3417","true","img/S005.jpg","78","1","n","categorize-image","107","1646203","0.0-8.0-1.30","true","78",""
"16067","","","","1","","image-text","108","1662272","0.0-8.0-2.30","","","{""Q0"":""The person carves the tree trunk.""}"
"2785","true","img/S083.jpg","89","1","y","categorize-image","110","1668572","0.0-8.0-1.31","true","89",""
"11624","","","","1","","image-text","111","1680199","0.0-8.0-2.31","","","{""Q0"":""The boy hits the baseball with the bat.""}"
"2385","true","img/F025.jpg","78","1","n","categorize-image","113","1686092","0.0-8.0-1.32","true","78",""
"10744","","","","1","","image-text","114","1696840","0.0-8.0-2.32","","","{""Q0"":""The dog howls at the moon.""}"
