"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"8921","true","img/F002.jpg","89","0","y","categorize-image","7","406002","0.0-6.0-1.0","true","89",""
"28269","","","","0","","image-text","8","434275","0.0-6.0-2.0","","","{""Q0"":""The girl is being curtsy""}"
"5236","true","img/F003.jpg","89","0","y","categorize-image","10","443025","0.0-6.0-1.1","true","89",""
"19607","","","","0","","image-text","11","462635","0.0-6.0-2.1","","","{""Q0"":""A man is parachuting to the ground""}"
"3099","true","img/F001.jpg","89","0","y","categorize-image","13","469254","0.0-6.0-1.2","true","89",""
"12361","","","","0","","image-text","14","481619","0.0-6.0-2.2","","","{""Q0"":""the boy is bouncing the ball""}"
"24322","false","img/S027.jpg","89","1","n","categorize-image","17","518115","0.0-8.0-1.0","false","89",""
"15837","","","","1","","image-text","18","533955","0.0-8.0-2.0","","","{""Q0"":""A man is fixing the sink""}"
"5315","true","img/S094.jpg","89","1","y","categorize-image","20","542783","0.0-8.0-1.1","true","89",""
"51238","","","","1","","image-text","21","594027","0.0-8.0-2.1","","","{""Q0"":""a guy is pulling a scientist""}"
"5645","true","img/F033.jpg","78","1","n","categorize-image","23","603183","0.0-8.0-1.2","true","78",""
"22024","","","","1","","image-text","24","625211","0.0-8.0-2.2","","","{""Q0"":""The girl is lighting the candle""}"
"12257","true","img/S116.jpg","78","1","n","categorize-image","26","640983","0.0-8.0-1.3","true","78",""
"22193","","","","1","","image-text","27","663179","0.0-8.0-2.3","","","{""Q0"":""A man is tickling the robber""}"
"5025","true","img/S069.jpg","89","1","y","categorize-image","29","671714","0.0-8.0-1.4","true","89",""
"19022","","","","1","","image-text","30","690739","0.0-8.0-2.4","","","{""Q0"":""The girl is scaring the boy""}"
"2887","true","img/F016.jpg","89","1","y","categorize-image","32","697144","0.0-8.0-1.5","true","89",""
"14625","","","","1","","image-text","33","711770","0.0-8.0-2.5","","","{""Q0"":""The woman is juggling balls""}"
"11346","true","img/S070.jpg","78","1","n","categorize-image","35","726626","0.0-8.0-1.6","true","78",""
"32958","","","","1","","image-text","36","759587","0.0-8.0-2.6","","","{""Q0"":""The man with the gun is being followed""}"
"3521","true","img/S076.jpg","89","1","y","categorize-image","38","766628","0.0-8.0-1.7","true","89",""
"18157","","","","1","","image-text","39","784787","0.0-8.0-2.7","","","{""Q0"":""The man shot the girl""}"
"4434","true","img/F012.jpg","89","1","y","categorize-image","41","792738","0.0-8.0-1.8","true","89",""
"9694","","","","1","","image-text","42","802434","0.0-8.0-2.8","","","{""Q0"":""The boy fell""}"
"2794","true","img/S013.jpg","89","1","y","categorize-image","44","808738","0.0-8.0-1.9","true","89",""
"23391","","","","1","","image-text","45","832132","0.0-8.0-2.9","","","{""Q0"":""The guy in front is being followed""}"
"6403","true","img/S072.jpg","78","1","n","categorize-image","47","842050","0.0-8.0-1.10","true","78",""
"10030","","","","1","","image-text","48","852083","0.0-8.0-2.10","","","{""Q0"":""Trash is dumped""}"
"5606","true","img/F002.jpg","89","1","y","categorize-image","50","861200","0.0-8.0-1.11","true","89",""
"8625","","","","1","","image-text","51","869827","0.0-8.0-2.11","","","{""Q0"":""boy coughs""}"
"5719","true","img/S011.jpg","78","1","n","categorize-image","53","879060","0.0-8.0-1.12","true","78",""
"21901","","","","1","","image-text","54","900963","0.0-8.0-2.12","","","{""Q0"":""chef shot the kid""}"
"15525","true","img/S009.jpg","78","1","n","categorize-image","56","919999","0.0-8.0-1.13","true","78",""
"17881","","","","1","","image-text","57","937883","0.0-8.0-2.13","","","{""Q0"":""priest is tickled""}"
"2974","true","img/F017.jpg","89","1","y","categorize-image","59","944370","0.0-8.0-1.14","true","89",""
"22565","","","","1","","image-text","60","966939","0.0-8.0-2.14","","","{""Q0"":""girl is lighting a candle""}"
"4577","true","img/S091.jpg","89","1","y","categorize-image","62","975031","0.0-8.0-1.15","true","89",""
"17745","","","","1","","image-text","63","992779","0.0-8.0-2.15","","","{""Q0"":""man is pull a car""}"
"5226","true","img/S083.jpg","89","1","y","categorize-image","65","1001520","0.0-8.0-1.16","true","89",""
"20408","","","","1","","image-text","66","1021931","0.0-8.0-2.16","","","{""Q0"":""priest is kissing""}"
"11404","true","img/F013.jpg","89","1","y","categorize-image","68","1036850","0.0-8.0-1.17","true","89",""
"12773","","","","1","","image-text","69","1049626","0.0-8.0-2.17","","","{""Q0"":""man is hitchhiking""}"
"3744","true","img/S012.jpg","78","1","n","categorize-image","71","1056880","0.0-8.0-1.18","true","78",""
"19049","","","","1","","image-text","72","1075931","0.0-8.0-2.18","","","{""Q0"":""painter is trying to kiss the ballerina""}"
"4538","true","img/S029.jpg","89","1","y","categorize-image","74","1083990","0.0-8.0-1.19","true","89",""
"6890","","","","1","","image-text","75","1090883","0.0-8.0-2.19","","","{""Q0"":""boy lifts""}"
"3750","true","img/F005.jpg","89","1","y","categorize-image","77","1098150","0.0-8.0-1.20","true","89",""
"11394","","","","1","","image-text","78","1109547","0.0-8.0-2.20","","","{""Q0"":""man is writing""}"
"3458","true","img/S007.jpg","89","1","y","categorize-image","80","1116510","0.0-8.0-1.21","true","89",""
"11610","","","","1","","image-text","81","1128123","0.0-8.0-2.21","","","{""Q0"":""a car is being fixed""}"
"3216","true","img/S008.jpg","78","1","n","categorize-image","83","1134847","0.0-8.0-1.22","true","78",""
"13240","","","","1","","image-text","84","1148091","0.0-8.0-2.22","","","{""Q0"":""ice cream is being scooped""}"
"3165","true","img/F019.jpg","89","1","y","categorize-image","86","1154768","0.0-8.0-1.23","true","89",""
"8058","","","","1","","image-text","87","1162828","0.0-8.0-2.23","","","{""Q0"":""water drips""}"
"2521","true","img/S107.jpg","78","1","n","categorize-image","89","1168867","0.0-8.0-1.24","true","78",""
"15964","","","","1","","image-text","90","1184834","0.0-8.0-2.24","","","{""Q0"":""priest is kissing the wrestler""}"
"4681","true","img/S079.jpg","89","1","y","categorize-image","92","1193027","0.0-8.0-1.25","true","89",""
"20428","","","","1","","image-text","93","1213459","0.0-8.0-2.25","","","{""Q0"":""a man kicks""}"
"2425","true","img/F015.jpg","89","1","y","categorize-image","95","1219398","0.0-8.0-1.26","true","89",""
"8827","","","","1","","image-text","96","1228227","0.0-8.0-2.26","","","{""Q0"":""woman sneezes""}"
"9120","false","img/S032.jpg","89","1","n","categorize-image","98","1240868","0.0-8.0-1.27","false","89",""
"9925","","","","1","","image-text","99","1250795","0.0-8.0-2.27","","","{""Q0"":""bird bit the hand""}"
"10275","true","img/S122.jpg","89","1","y","categorize-image","101","1264577","0.0-8.0-1.28","true","89",""
"14570","","","","1","","image-text","102","1279150","0.0-8.0-2.28","","","{""Q0"":""bicycle is being fixed""}"
"2073","true","img/F007.jpg","89","1","y","categorize-image","104","1284738","0.0-8.0-1.29","true","89",""
"16441","","","","1","","image-text","105","1301182","0.0-8.0-2.29","","","{""Q0"":""surgeon operates on the body""}"
"2155","true","img/S092.jpg","89","1","y","categorize-image","107","1306848","0.0-8.0-1.30","true","89",""
"9837","","","","1","","image-text","108","1316686","0.0-8.0-2.30","","","{""Q0"":""wood is carved""}"
"1871","true","img/S003.jpg","89","1","y","categorize-image","110","1322069","0.0-8.0-1.31","true","89",""
"8182","","","","1","","image-text","111","1330254","0.0-8.0-2.31","","","{""Q0"":""ball is hit""}"
"1933","true","img/F029.jpg","78","1","n","categorize-image","113","1335697","0.0-8.0-1.32","true","78",""
"6936","","","","1","","image-text","114","1342638","0.0-8.0-2.32","","","{""Q0"":""dog barks""}"
"2647","true","img/S103.jpg","78","1","n","categorize-image","116","1348807","0.0-8.0-1.33","true","78",""
"16421","","","","1","","image-text","117","1365230","0.0-8.0-2.33","","","{""Q0"":""painter kisses the soldier""}"
"9033","true","img/S090.jpg","78","1","n","categorize-image","119","1377779","0.0-8.0-1.34","true","78",""
"11014","","","","1","","image-text","120","1388798","0.0-8.0-2.34","","","{""Q0"":""a man is kicked""}"
"1855","true","img/F011.jpg","89","1","y","categorize-image","122","1394162","0.0-8.0-1.35","true","89",""
"13338","","","","1","","image-text","123","1407502","0.0-8.0-2.35","","","{""Q0"":""clothes are being ironed""}"
"3528","true","img/S093.jpg","89","1","y","categorize-image","125","1414551","0.0-8.0-1.36","true","89",""
"15091","","","","1","","image-text","126","1429647","0.0-8.0-2.36","","","{""Q0"":""pirate is pulling a bathtub""}"
"4154","true","img/S106.jpg","78","1","n","categorize-image","128","1437314","0.0-8.0-1.37","true","78",""
"20698","","","","1","","image-text","129","1458014","0.0-8.0-2.37","","","{""Q0"":""the boy caught the branch""}"
"1922","true","img/F003.jpg","89","1","y","categorize-image","131","1463445","0.0-8.0-1.38","true","89",""
"7589","","","","1","","image-text","132","1471037","0.0-8.0-2.38","","","{""Q0"":""child hid""}"
"2983","true","img/S073.jpg","89","1","y","categorize-image","134","1477536","0.0-8.0-1.39","true","89",""
"5595","","","","1","","image-text","135","1483134","0.0-8.0-2.39","","","{""Q0"":""lamp is kicked""}"
"2527","true","img/S030.jpg","78","1","n","categorize-image","137","1489166","0.0-8.0-1.40","true","78",""
