rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_type,sentence,targ_verb,prime_verb,prime_image_ID,verif_ans
4840,img/S068.jpg,1,True,4840.0,"{""Q0"":""A MAN IS FIXING BATH""}",15226.0,AC,The cowboy is pushing the ballerina.,Fix,Push,S068.jpg,y
10635,img/S009.jpg,1,False,10635.0,"{""Q0"":""A DOCTOR IS PULLNG SOMEONE""}",26351.0,PI,The sailor is being touch by the maid,Pull,Chase,S009.jpg,n
12760,img/S102.jpg,1,False,12760.0,"{""Q0"":""THE MAN IS TICKLING THE THIEF""}",38610.0,PC,The sailor is being touched by the maid,Tickle,Touch,S102.jpg,y
5646,img/S108.jpg,1,True,5646.0,"{""Q0"":""A MAN SCARED A CHILD""}",21545.0,AI,The soldier is hold the gun,Scare,Trip,S108.jpg,n
6226,img/S030.jpg,1,True,6226.0,"{""Q0"":""A SOLIDER IS BEING FOLOWED""}",13689.0,PC,The gun is being held by the soldier,Follow,Hold,S030.jpg,y
4988,img/S092.jpg,1,True,4988.0,"{""Q0"":""A MAN SHOT A DANCER""}",15969.0,AI,The sailor is hold the broom,Shoot,Slap,S092.jpg,n
18074,img/S027.jpg,1,True,18074.0,"{""Q0"":""A PIRATE IS FOLLOWING THE SAILOR""}",57399.0,PI,The broom is being hold by the broom,Follow,Hold,S027.jpg,y
3563,img/S109.jpg,1,True,3563.0,"{""Q0"":""A WORKER IS DUMPING TRASH""}",21070.0,AC,The maid is touching the computer.,Dump,Water,S109.jpg,n
4474,img/S107.jpg,1,True,4474.0,"{""Q0"":""A CHIEF SHOT A SWIMMER""}",18134.0,AI,The sodier is scold the wrestler,Shoot,Touch,S107.jpg,n
5041,img/S076.jpg,1,True,5041.0,"{""Q0"":""A MAID TICKLES A MAN""}",17445.0,PC,The wrestler is being scolded by the soldier,Tickle,Scold,S076.jpg,y
3477,img/S106.jpg,1,True,3477.0,"{""Q0"":""A PRIATE IS PULLING A CAR""}",10000.0,AC,The maid is touching the snake.,Pull,Touch,S106.jpg,y
3549,img/S083.jpg,1,True,3549.0,"{""Q0"":""TWO PEOPLE ARE KISSING""}",10259.0,PI,the wheelchair is being push by the cowboy,Kiss,Shave,S083.jpg,n
2881,img/S071.jpg,1,True,2881.0,"{""Q0"":""A PAINTER IS KISSING A DANCER""}",11548.0,PC,the wheelcair is being pushed by the cowboy,Kiss,Push,S071.jpg,y
5315,img/S100.jpg,1,False,5315.0,"{""Q0"":""A BOY IS LIFTING A BOTTLE OF WATER""}",13568.0,PI,the wrestler is being slap by the policeman,Lift,Touch,S100.jpg,n
5905,img/S093.jpg,1,False,5905.0,"{""Q0"":""A WORKER IS FIXING A CAR""}",8552.0,AI,the policeman is slap the wrestler,Fix,Slap,S093.jpg,y
3215,img/S122.jpg,1,True,3215.0,"{""Q0"":""SOMEONE IS SCOOPING AN ICECREAM""}",18855.0,AC,The man is sending a letter.,Scoop,Give,S122.jpg,n
2183,img/S124.jpg,1,True,2183.0,"{""Q0"":""TWO PEOPLE ARE KISSING""}",10326.0,AC,The man is paying for milk.,Kiss,Send,S124.jpg,n
4217,img/S125.jpg,1,True,4217.0,"{""Q0"":""A POLICEMAN IS KICKING A MAN""}",9792.0,PC,The milk is being paid for by the man.,Kick,Pay,S125.jpg,y
2890,img/S090.jpg,1,True,2890.0,"{""Q0"":""A HAND IS BEING BITED BY A BIRD""}",13570.0,PI,the clown is being slap by the policeman,Bite,Slap,S090.jpg,y
2862,img/S105.jpg,1,True,2862.0,"{""Q0"":""A BOY IS FIXING A BICYCLE""}",10708.0,AI,The pirate is chase the thief,Fix,Touch,S105.jpg,n
2933,img/S007.jpg,1,True,2933.0,"{""Q0"":""SOMEPNE IS CARVING A MOTHER AND HER CHILD""}",16590.0,AC,The sailor is touching the television.,Carve,Chase,S007.jpg,n
2085,img/S104.jpg,1,True,2085.0,"{""Q0"":""A PLAYER IS HITTING A BALL""}",10048.0,AI,the sailor is touch the television,Hit,Touch,S104.jpg,y
3930,img/S008.jpg,1,True,3930.0,"{""Q0"":""A PAINTER IS KISSING A SOLIDER""}",12644.0,PI,The priest is being chase by the policeman,Kiss,Chase,S008.jpg,y
2929,img/S005.jpg,1,True,2929.0,"{""Q0"":""A POLICEMAN IS KICKING A BOXING MAN""}",14675.0,PC,The bus is being pushed by the chef,Kick,Chase,S005.jpg,n
3651,img/S072.jpg,1,True,3651.0,"{""Q0"":""A PIRATE IS PULLING A BATH""}",17484.0,PI,The bus is being push by the chef,Pull,Push,S072.jpg,y
2873,img/S069.jpg,1,True,2873.0,"{""Q0"":""A PLAYER CATCH THE BASEBALL""}",11982.0,AI,the chef is push the clown,Catch,Push,S069.jpg,y
4437,img/S103.jpg,1,True,4437.0,"{""Q0"":""A POLICEMAN IS KICKING A LIGHT""}",10418.0,PC,The cane is being held by the maid,Kick,Touch,S103.jpg,n
1620,img/S028.jpg,1,True,1620.0,"{""Q0"":""A COWBOY IS PUNCHING A THIEF""}",11378.0,AC,The policeman is slapping the priest.,Punch,Hold,S028.jpg,n
