rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
4409,img/S114.jpg,1,True,4409.0,"{""Q0"":""he is fixing the sink""}",12290.0,S114.jpg,AI,Send,The man is send a letter.,Fix,y
6989,img/S068.jpg,1,False,6989.0,"{""Q0"":""the pirate is pulling the doctor""}",15128.0,S068.jpg,PC,Push,the ballerina is being pushed by the cowboy,Pull,y
2501,img/F034.jpg,1,True,2501.0,"{""Q0"":""the girl is kneeling""}",13116.0,F034.jpg,,buckle,The woman is making the bed.,kneel,n
4987,img/S109.jpg,1,True,4987.0,"{""Q0"":""the soldier is tickling the criminal""}",17041.0,S109.jpg,PI,Water,The wrestler is scold by the soldier,Tickle,n
5318,img/S076.jpg,1,False,5318.0,"{""Q0"":""the girl scared the boy""}",27346.0,S076.jpg,AC,Scold,The policeman is scolding the doctor.,Scare,n
2851,img/F009.jpg,1,True,2851.0,"{""Q0"":""the drill is being held by a hand""}",20380.0,F009.jpg,,parachute,The man is parachute to the ground.,drill,y
3556,img/S078.jpg,1,True,3556.0,"{""Q0"":""the soldier is being followed""}",14081.0,S078.jpg,AI,Scold,The man is trip the other man.,Follow,n
2370,img/S108.jpg,1,True,2370.0,"{""Q0"":""the artist shoots the ballerina with a gun""}",22373.0,S108.jpg,AC,Trip,The man is tripping the other man.,Shoot,y
2513,img/F030.jpg,1,True,2513.0,"{""Q0"":""the boy is skating""}",8087.0,F030.jpg,,smile,The little boy is crying.,skate,n
3162,img/S104.jpg,1,True,3162.0,"{""Q0"":""the pirate is following a man""}",12990.0,S104.jpg,PI,Touch,The leaves are being rake by the man.,Follow,n
2132,img/S116.jpg,1,True,2132.0,"{""Q0"":""the garbage man is dumping the trash""}",12701.0,S116.jpg,PC,Rake,The leaves are being raked by the man.,Dump,y
2279,img/F002.jpg,1,True,2279.0,"{""Q0"":""the boy is coughing""}",18578.0,F002.jpg,,beg,The man is beg for money on the street.,cough,y
7771,img/S069.jpg,1,True,7771.0,"{""Q0"":""the chef shoots the swimmer with a gun""}",15802.0,S069.jpg,PI,Push,the clown is being push by the chef,Shoot,y
3368,img/S091.jpg,1,True,3368.0,"{""Q0"":""the holy man is being tickled by a waitress""}",13937.0,S091.jpg,AI,Slap,The person's hands are tear a piece of paper.,Tickle,n
