rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
3735,img/S012.jpg,1,True,3735.0,"{""Q0"":""The worker goes to fix the sink.""}",11336.0,S012.jpg,PC,Chew,The shoe is being chewd by the dog,Fix,y
4392,img/S119.jpg,1,True,4392.0,"{""Q0"":""The man pulls the doctor.""}",14085.0,S119.jpg,AI,Tear,The person is cut the apple.,Pull,n
2055,img/F013.jpg,1,True,2055.0,"{""Q0"":""The hitchhiker waits for a ride.""}",15817.0,F013.jpg,,balanace,The acrobat is balancing on the rope.,hitchhike,y
1674,img/S117.jpg,1,True,1674.0,"{""Q0"":""The man tickles the robber.""}",14472.0,S117.jpg,AC,Cut,The person is cutting the apple.,Tickle,y
3150,img/S095.jpg,1,True,3150.0,"{""Q0"":""The man with the mask scares the boy.""}",12708.0,S095.jpg,PI,Slap,the ballerina is being push by the cowboy,Scare,n
2986,img/F036.jpg,1,True,2986.0,"{""Q0"":""The girl needs to get some sleep tonight.""}",22682.0,F036.jpg,,mop,The cheerleaders are cheering for the team.,sleep,n
2094,img/S068.jpg,1,True,2094.0,"{""Q0"":""The woman starts to follow the soldier.""}",16392.0,S068.jpg,PI,Push,the ballerina is being push by the cowboy,Follow,y
1683,img/S013.jpg,1,True,1683.0,"{""Q0"":""The artist shoots the ballerina.""}",13969.0,S013.jpg,AC,Clean,The man is pushing the car.,Shoot,n
2145,img/F035.jpg,1,True,2145.0,"{""Q0"":""The woman is fishing by the lake.""}",14375.0,F035.jpg,,swat,The family is laughing together. ,fish,n
1800,img/S073.jpg,1,True,1800.0,"{""Q0"":""The pirate follows the seaman.""}",15507.0,S073.jpg,PC,Push,The car is being pushed by the man,Follow,y
2938,img/S101.jpg,1,True,2938.0,"{""Q0"":""The man dumps the garbage in the truck.""}",10434.0,S101.jpg,AI,Touch,the chef is push the clown,Dump,n
1554,img/F003.jpg,1,True,1554.0,"{""Q0"":""The child hides behind the curtain.""}",12790.0,F003.jpg,,bow,The gentleman is bow to the crowd.,hide,y
1563,img/S069.jpg,1,True,1563.0,"{""Q0"":""The man shoots the swimmer.""}",9464.0,S069.jpg,PI,Push,the clown is being push by the chef,Shoot,y
3216,img/S067.jpg,1,True,3216.0,"{""Q0"":""The woman tickles the priest.""}",14075.0,S067.jpg,AI,Push,The chef is push the priest,Tickle,y
1551,img/F024.jpg,1,True,1551.0,"{""Q0"":""She begins to make the bed.""}",10133.0,F024.jpg,,box,The man is ski down the mountain.,make,n
1792,img/S010.jpg,1,True,1792.0,"{""Q0"":""The pirate pulls the car.""}",11317.0,S010.jpg,PC,Chase,The bus is being pushed by the chef,Pull,n
1706,img/S072.jpg,1,True,1706.0,"{""Q0"":""The nun gives the clown a kiss.""}",10402.0,S072.jpg,AC,Push,The maid is holding the cane.,Kiss,n
