rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
8977,img/S069.jpg,1,True,8977.0,"{""Q0"":""The plumber fixed the drain.""}",12162.0,S069.jpg,PI,Push,The doctor is being scold by the policeman,Fix,n
6392,img/S078.jpg,1,True,6392.0,"{""Q0"":""The pirate is pulling the doctor on a rope.""}",13058.0,S078.jpg,AC,Scold,The policeman is scolding the doctor.,Pull,y
2663,img/F030.jpg,1,True,2663.0,"{""Q0"":""The little boy skates on the rink.""}",11963.0,F030.jpg,,smile,The little boy is crying.,skate,n
2849,img/S114.jpg,1,True,2849.0,"{""Q0"":""The soldier tickles the burglar.""}",19578.0,S114.jpg,AI,Send,The nurse is chase the thief,Tickle,n
5297,img/S009.jpg,1,True,5297.0,"{""Q0"":""My mom put on a mask and scared me.""}",13579.0,S009.jpg,PC,Chase,The thief is being chased by the nurse,Scare,y
2361,img/F033.jpg,1,True,2361.0,"{""Q0"":""I have to light a candle when the power goes out.""}",15747.0,F033.jpg,,ski,The man is boxing.,light,n
2761,img/S092.jpg,1,True,2761.0,"{""Q0"":""The nun followed me home.""}",10938.0,S092.jpg,PC,Slap,The man is being tripped by the other man.,Follow,n
2193,img/S108.jpg,1,True,2193.0,"{""Q0"":""The artist shot the ballerina.""}",11443.0,S108.jpg,AI,Trip,The sailor is hold the broom,Shoot,n
2234,img/F032.jpg,1,True,2234.0,"{""Q0"":""I raise my hand to answer a question in class.""}",12714.0,F032.jpg,,whisper,The woman is cooking a burger patty.,raise,n
2577,img/S027.jpg,1,True,2577.0,"{""Q0"":""The pirate follows the sailor home.""}",12346.0,S027.jpg,AC,Hold,The sailor is holding the broom.,Follow,y
12944,img/S076.jpg,1,False,12944.0,"{""Q0"":""The garbage man dumps the garbage into the truck.""}",11618.0,S076.jpg,PI,Scold,The wrestler is scold by the soldier,Dump,y
3499,img/F002.jpg,1,True,3499.0,"{""Q0"":""I cough when I'm sick.""}",11924.0,F002.jpg,,beg,The man is beg for money on the street.,cough,y
2665,img/S011.jpg,1,True,2665.0,"{""Q0"":""The chef shot the swimmer.""}",9850.0,S011.jpg,PC,Chase,The cat is being chased by the dog,Shoot,y
2627,img/S100.jpg,1,True,2627.0,"{""Q0"":""The maid tickles the pastor.""}",16138.0,S100.jpg,PI,Touch,The sheep is being shave by the man,Tickle,n
1793,img/F015.jpg,1,True,1793.0,"{""Q0"":"" I sneeze when I'm sick.""}",9058.0,F015.jpg,,brush,The boy is brushing his teeth.,sneeze,y
1865,img/S083.jpg,1,True,1865.0,"{""Q0"":""The pirate pulls the car on a rope.""}",12145.0,S083.jpg,AC,Shave,The woman is watering the plant.,Pull,n
2713,img/S109.jpg,1,True,2713.0,"{""Q0"":""The nun and clown kiss.""}",7259.0,S109.jpg,AI,Water,The woman is water the plant.,Kiss,y
1664,img/F036.jpg,1,True,1664.0,"{""Q0"":""I go to sleep in my bed.""}",8915.0,F036.jpg,,mop,The cheerleaders are cheering for the team.,sleep,n
2937,img/S089.jpg,1,True,2937.0,"{""Q0"":""The painter and ballerina kiss.""}",11386.0,S089.jpg,AC,Slap,The boy is throwing a snowball.,Kiss,n
2049,img/S120.jpg,1,True,2049.0,"{""Q0"":""I lift the bucket full of snow.""}",12475.0,S120.jpg,PC,Throw,The snowball is being thrown by the boy.,Lift,y
2225,img/F019.jpg,1,True,2225.0,"{""Q0"":""The faucet drips when it is broken.""}",14067.0,F019.jpg,,dip,The person is dipping the chip in sauce.,drip,y
1530,img/S122.jpg,1,True,1530.0,"{""Q0"":""The mechanic fixes my car's engine.""}",9618.0,S122.jpg,AI,Give,The man is give the girl a present.,Fix,y
1961,img/S075.jpg,1,True,1961.0,"{""Q0"":""He scoops the icecream into the cone before handing it to me.""}",13690.0,S075.jpg,PI,Scold,The leaves are being rake by the man.,Scoop,n
1458,img/F034.jpg,1,True,1458.0,"{""Q0"":""I kneel when I pray.""}",8267.0,F034.jpg,,buckle,The woman is making the bed.,kneel,n
1889,img/S116.jpg,1,True,1889.0,"{""Q0"":""The nun and wrestler kiss.""}",11628.0,S116.jpg,PC,Rake,The computer is being touched by the maid,Kiss,n
