rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_type,sentence,targ_verb,prime_verb,prime_image_ID,verif_ans
10083,img/S067.jpg,1,True,10083.0,"{""Q0"":""THE MAN IS FIXING""}",13887.0,PI,The clothes are being iron by the woman.,Fix,Push,S067.jpg,n
2576,img/S112.jpg,1,True,2576.0,"{""Q0"":""THE MAN IS PULLING THE DOCTOR""}",18939.0,AI,The woman is iron the clothes.,Pull,Iron,S112.jpg,y
3960,img/S083.jpg,1,True,3960.0,"{""Q0"":""THIEF IS GETTING TICKLED""}",26770.0,AC,The man is shaving the sheep.,Tickle,Shave,S083.jpg,y
5821,img/S080.jpg,1,True,5821.0,"{""Q0"":""THE GIRLS SCARES THE BOY""}",10309.0,PC,The swimmer is being chased by the policeman,Scare,Scold,S080.jpg,n
10130,img/S010.jpg,1,True,10130.0,"{""Q0"":""THE GUY FOLLOWS THE SOLDIER""}",28236.0,AC,The professor is scolding the wrestler.,Follow,Chase,S010.jpg,n
12257,img/S079.jpg,1,True,12257.0,"{""Q0"":""A MAN SHOOTS ANOTHER GUY""}",22658.0,PC,The thief is being chased by the policeman,Shoot,Scold,S079.jpg,n
5661,img/S004.jpg,1,True,5661.0,"{""Q0"":""THE PIRATE FOLLOWS THE MAN""}",24540.0,PI,the thief is being chase by the policeman,Follow,Chase,S004.jpg,y
12739,img/S027.jpg,1,True,12739.0,"{""Q0"":""THE MAN DUMPS THE TRASH""}",18468.0,AI,The sailor is hold the broom,Dump,Hold,S027.jpg,y
19417,img/S007.jpg,1,True,19417.0,"{""Q0"":""THE CHEF SHOOTS THE SWIMMER""}",33635.0,PI,The man is being trip by the other man.,Shoot,Chase,S007.jpg,n
39529,img/S108.jpg,1,True,39529.0,"{""Q0"":""THE WOMAN TICKLES THE MAN""}",10761.0,PC,The man is being tripped by the other man.,Tickle,Trip,S108.jpg,y
4529,img/S125.jpg,1,True,4529.0,"{""Q0"":""THE MAN IS PULLING THE CAR""}",16290.0,AI,The man is pay for milk.,Pull,Pay,S125.jpg,y
4571,img/S013.jpg,1,True,4571.0,"{""Q0"":""THE PRIEST KISSES THE MAN""}",36798.0,AC,The nurse is chasing the doctor.,Kiss,Clean,S013.jpg,n
2638,img/S006.jpg,1,True,2638.0,"{""Q0"":""THE PAINTER KISSES THE WOMEN""}",25082.0,AI,The nurse is chase the doctor,Kiss,Chase,S006.jpg,y
3399,img/S003.jpg,1,True,3399.0,"{""Q0"":""THE BOY LIFTS THE BUCKET""}",17066.0,PC,the swimmer is being slapped by the policeman,Lift,chase,S003.jpg,n
7747,img/S092.jpg,1,True,7747.0,"{""Q0"":""THE MECHANIC FIXES THE CAR""}",21186.0,AC,The cowboy is slapping the ballerina.,Fix,Slap,S092.jpg,n
3226,img/S095.jpg,1,True,3226.0,"{""Q0"":""ONE SCOOP OF ICECREAM IS BEING TAKEN""}",26322.0,PI,the ballerina is being slap by the cowboy,Scoop,Slap,S095.jpg,y
4196,img/S105.jpg,1,True,4196.0,"{""Q0"":""THE NUN KISSES THE BOXER""}",24465.0,PI,The wrestler is scold by the soldier,Kiss,Touch,S105.jpg,n
7065,img/S076.jpg,1,True,7065.0,"{""Q0"":""THE POLICE OFFICER KICKS A MAN""}",18321.0,PC,The wrestler is being scolded by the soldier,Kick,Scold,S076.jpg,y
2989,img/S072.jpg,1,True,2989.0,"{""Q0"":""THE BIRD BITES SOMEONE'S HAND""}",22602.0,AC,The chef is pushing the bus.,Bite,Push,S072.jpg,y
4191,img/S114.jpg,1,True,4191.0,"{""Q0"":""THE BOY IS FIXING THE BICYLE""}",22524.0,AI,The maid is touch the sailor,Fix,Send,S114.jpg,n
4304,img/S102.jpg,1,True,4304.0,"{""Q0"":""THE MAN IS CARVING SOMETHING ON THE WOOD""}",40927.0,AI,The policeman is scold the doctor,Carve,Touch,S102.jpg,n
4689,img/S078.jpg,1,True,4689.0,"{""Q0"":""BASEBALL PLAYER HITS THE BALL WITH A BASEBALL BAT""}",18620.0,AC,The policeman is scolding the doctor.,Hit,Scold,S078.jpg,y
4077,img/S030.jpg,1,True,4077.0,"{""Q0"":""THE PAINTER IS KISSING THE SOLDIER""}",12760.0,PI,The doorbell is being press by the person,Kiss,Hold,S030.jpg,n
3190,img/S051.jpg,1,True,3190.0,"{""Q0"":""THE POLICEMAN KICKS THE WRESTLER""}",15165.0,PC,The doorbell is being pressed by the person,Kick,Press,S051.jpg,y
2302,img/S008.jpg,1,True,2302.0,"{""Q0"":""THE PIRATE PULLS THE BATHTUB""}",11118.0,PC,the wrestler is being slapped by the policeman,Pull,Chase,S008.jpg,n
3233,img/S093.jpg,1,True,3233.0,"{""Q0"":""THE BASEBALL PLAYER CATCHES THE BALL""}",28296.0,AI,the policeman is slap the wrestler,Catch,Slap,S093.jpg,y
3337,img/S012.jpg,1,True,3337.0,"{""Q0"":""THE POLICEMAN KICKS THE LAMP""}",22137.0,AC,The dog is chewing the shoe.,Kick,Chew,S012.jpg,y
2674,img/S120.jpg,1,True,2674.0,"{""Q0"":""THE COWBOY PUNCHES THE THIEF""}",10807.0,PI,The soldier is being scold by the professor,Punch,Throw,S120.jpg,n
6289,img/S077.jpg,1,True,6289.0,"{""Q0"":""THE WAITRESS KICKS THE MAN""}",20932.0,PI,The soldier is being scold by the professor,Kick,Scold,S077.jpg,y
5374,img/S074.jpg,1,True,5374.0,"{""Q0"":""THE WAITRESS KICKS THE BOTTLE""}",17912.0,AC,The pirate is chasing the swimmer.,Kick,Push,S074.jpg,n
3287,img/S005.jpg,1,True,3287.0,"{""Q0"":""THE PIRATE PULLS THE BALLERINA""}",12147.0,AI,The man is give the girl a present.,Pull,Chase,S005.jpg,n
8225,img/S122.jpg,1,True,8225.0,"{""Q0"":""THE WAITRESS TICKLES THE DOCTOR""}",15322.0,PC,The girl is being given a present from the man.,Tickle,Give,S122.jpg,y
1896,img/S124.jpg,1,True,1896.0,"{""Q0"":""THE SOLDIER TICKLES THE BALLERINA""}",14848.0,AC,The cowboy is pushing the swimmer.,Tickle,Send,S124.jpg,n
3443,img/S070.jpg,1,True,3443.0,"{""Q0"":""THE WAITRESS KICKS THE TEAPOT""}",40415.0,AI,the cowboy is push the wheelchair,Kick,Push,S070.jpg,n
2064,img/S071.jpg,1,True,2064.0,"{""Q0"":""THE PAINTER KISSES THE MAN""}",10200.0,PI,the wheelchair is being push by the cowboy,Kiss,Push,S071.jpg,y
3771,img/S089.jpg,1,True,3771.0,"{""Q0"":""THE NUN KISSES THE BALLERINA""}",11909.0,PC,the soldier is being slapped by the cowboy,Kiss,Slap,S089.jpg,y
6709,img/S028.jpg,1,True,6709.0,"{""Q0"":""THE PAINTER PUNCHES THE WRESTLER""}",14700.0,PC,The cane is being held by the maid,Punch,Hold,S028.jpg,y
4627,img/S016.jpg,1,True,4627.0,"{""Q0"":""CLOTHES ARE BEING HUNG BY A PERSON""}",33938.0,PI,the priest is being slap by the policeman,Hang,Erase,S016.jpg,n
3519,img/S091.jpg,1,True,3519.0,"{""Q0"":""THE COWBOY PUNCHES THE SWIMMER""}",17507.0,AC,The soldier is holding the mop.,Punch,Slap,S091.jpg,n
2313,img/S031.jpg,1,True,2313.0,"{""Q0"":""THE GIRLS IS WRAPPING A PRESENT""}",24014.0,AI,The soldier is hold the mop,Wrap,Hold,S031.jpg,y
2672,img/S075.jpg,1,True,2672.0,"{""Q0"":""THE WOMAN PETS THE CAT""}",33823.0,AI,The professor is scold the sailor,Pet,Scold,S075.jpg,n
3622,img/S082.jpg,1,True,3622.0,"{""Q0"":""THE WRESTLER PULLS THE BOX""}",8143.0,PC,The sailoris being scolded by the professor,Pull,Scold,S082.jpg,y
4258,img/S101.jpg,1,True,4258.0,"{""Q0"":""BABY DUCKS FOLLOW THEIR MOTHER""}",15690.0,AC,The person is cutting the apple.,Follow,Touch,S101.jpg,n
3588,img/S117.jpg,1,True,3588.0,"{""Q0"":""THE PAINTER SHOOTS THE THIEF""}",12811.0,PI,The apple is cutted by the person.,Shoot,Cut,S117.jpg,y
2343,img/S029.jpg,1,True,2343.0,"{""Q0"":""THE PAINTER PUNCHES THE BALLERINA""}",19142.0,PI,The chain is being hold by the maid,Punch,Hold,S029.jpg,y
