rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
24322,img/S027.jpg,1,False,24322.0,"{""Q0"":""A man is fixing the sink""}",15837.0,S027.jpg,AI,Hold,the cowboy is slap the soldier,Fix,n
5315,img/S094.jpg,1,True,5315.0,"{""Q0"":""a guy is pulling a scientist""}",51238.0,S094.jpg,PI,Slap,the soldier is being slap by the cowboy,Pull,y
5645,img/F033.jpg,1,True,5645.0,"{""Q0"":""The girl is lighting the candle""}",22024.0,F033.jpg,,ski,The man is boxing.,light,n
12257,img/S116.jpg,1,True,12257.0,"{""Q0"":""A man is tickling the robber""}",22193.0,S116.jpg,AC,Rake,The chef is pushing the clown.,Tickle,n
5025,img/S069.jpg,1,True,5025.0,"{""Q0"":""The girl is scaring the boy""}",19022.0,S069.jpg,PC,Push,the clown is being pushed by the chef,Scare,y
2887,img/F016.jpg,1,True,2887.0,"{""Q0"":""The woman is juggling balls""}",14625.0,F016.jpg,,slip,The man slipped on a banana peel.,juggle,y
11346,img/S070.jpg,1,True,11346.0,"{""Q0"":""The man with the gun is being followed""}",32958.0,S070.jpg,PC,Push,The wrestler is being scolded by the soldier,Follow,n
3521,img/S076.jpg,1,True,3521.0,"{""Q0"":""The man shot the girl""}",18157.0,S076.jpg,PI,Scold,The wrestler is scold by the soldier,Shoot,y
4434,img/F012.jpg,1,True,4434.0,"{""Q0"":""The boy fell""}",9694.0,F012.jpg,,bounce,The boy is bouncing the basketball.,fall,y
2794,img/S013.jpg,1,True,2794.0,"{""Q0"":""The guy in front is being followed""}",23391.0,S013.jpg,AC,Clean,The woman is cleaning the window.,Follow,y
6403,img/S072.jpg,1,True,6403.0,"{""Q0"":""Trash is dumped""}",10030.0,S072.jpg,AI,Push,The dog is chase the cat,Dump,n
5606,img/F002.jpg,1,True,5606.0,"{""Q0"":""boy coughs""}",8625.0,F002.jpg,,beg,The man is beg for money on the street.,cough,y
5719,img/S011.jpg,1,True,5719.0,"{""Q0"":""chef shot the kid""}",21901.0,S011.jpg,AI,Chase,The nurse is chase the thief,Shoot,n
