rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_type,sentence,targ_verb,prime_verb,prime_image_ID,verif_ans
11249,img/S104.jpg,1,True,11249.0,"{""Q0"":""The man fixed the broken pipe.""}",14505.0,AI,The man is give the girl a present.,Fix,Touch,S104.jpg,n
2320,img/S122.jpg,1,False,2320.0,"{""Q0"":""The pirate couldn't pull the doctor at all.""}",19882.0,AC,The man is raking the leaves.,Pull,Give,S122.jpg,n
3448,img/S116.jpg,1,True,3448.0,"{""Q0"":""The soldier tickled the robber.""}",13746.0,PI,The leaves are being rake by the man.,Tickle,Rake,S116.jpg,y
2985,img/S010.jpg,1,True,2985.0,"{""Q0"":""The little boy was scared of the female with the mask.""}",20474.0,PC,The swimmer is being chased by the policeman,Scare,Chase,S010.jpg,y
15383,img/S071.jpg,1,True,15383.0,"{""Q0"":""The nun was following the soldier with a gun.""}",11506.0,PI,The broom is being hold by the broom,Follow,Push,S071.jpg,n
3192,img/S027.jpg,1,True,3192.0,"{""Q0"":""The artist was shot the ballerina.""}",31650.0,AC,The sailor is holding the broom.,Shoot,Hold,S027.jpg,y
2385,img/S007.jpg,1,True,2385.0,"{""Q0"":""The pirate followed the sailor.""}",7891.0,AI,The pirate is chase the thief,Follow,Chase,S007.jpg,y
5565,img/S029.jpg,1,True,5565.0,"{""Q0"":""The garbage man dumped trash into the truck.""}",14842.0,PC,The car is being pushed by the man,Dump,Hold,S029.jpg,n
1896,img/S073.jpg,1,True,1896.0,"{""Q0"":""The head chef shot the swimmer from the pool.""}",22002.0,PC,The doctor is being scolded by the professor,Shoot,Push,S073.jpg,n
3801,img/S080.jpg,1,True,3801.0,"{""Q0"":""She ticlked him, making him laugh.""}",19587.0,AC,The cowboy is slapping the soldier.,Tickle,Scold,S080.jpg,n
2385,img/S089.jpg,1,True,2385.0,"{""Q0"":""The pirate is pulling the car.""}",8362.0,AI,the cowboy is slap the soldier,Pull,Slap,S089.jpg,y
3713,img/S012.jpg,1,True,3713.0,"{""Q0"":""The nun kissed the clown.""}",9506.0,PI,The shoe is being chew by the dog,Kiss,Chew,S012.jpg,y
3305,img/S102.jpg,1,True,3305.0,"{""Q0"":""The artist kissed the ballerina.""}",10618.0,AI,The maid is touch the sailor,Kiss,Touch,S102.jpg,y
