rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
2142,img/S069.jpg,1,False,2142.0,"{""Q0"":""a man is fixing hand washer""}",26226.0,S069.jpg,AC,Push,The professor is scolding the wrestler.,Fix,n
2024,img/S079.jpg,1,False,2024.0,"{""Q0"":""doctor is getting pulled by pirate ""}",20847.0,S079.jpg,PI,Scold,the soldier is being slap by the cowboy,Pull,n
1508,img/F002.jpg,1,True,1508.0,"{""Q0"":""a grandma is coughing""}",19089.0,F002.jpg,,beg,The man is beg for money on the street.,cough,y
3475,img/S094.jpg,1,True,3475.0,"{""Q0"":""a man is tickling robbery ""}",17353.0,S094.jpg,PC,Slap,the soldier is being slapped by the cowboy,Tickle,y
2917,img/S081.jpg,1,True,2917.0,"{""Q0"":""a women is scaring a chiled ""}",12867.0,S081.jpg,AI,Scold,The policeman is scold the priest.,Scare,y
1768,img/F009.jpg,1,True,1768.0,"{""Q0"":""a person is rady to drill""}",17854.0,F009.jpg,,parachute,The man is parachute to the ground.,drill,y
2254,img/S011.jpg,1,False,2254.0,"{""Q0"":""a person following a man""}",22832.0,S011.jpg,PI,Chase,The sheep is being shave by the man,Follow,n
1574,img/S083.jpg,1,True,1574.0,"{""Q0"":""man is shooting a women""}",12824.0,S083.jpg,PC,Shave,The sheep is being shaved by the man,Shoot,y
2110,img/F027.jpg,1,False,2110.0,"{""Q0"":""hammering the nail down""}",9327.0,F027.jpg,,cheer,The woman is mop the floor.,hammer,n
1238,img/S117.jpg,1,False,1238.0,"{""Q0"":""a pirot following a sea person""}",24625.0,S117.jpg,AI,Cut,The man is push the car,Follow,n
2006,img/S073.jpg,1,True,2006.0,"{""Q0"":""a boy dumping trash in to a truk""}",17104.0,S073.jpg,AC,Push,The man is pushing the car.,Dump,y
1655,img/F035.jpg,1,False,1655.0,"{""Q0"":""a girl is fishing""}",10264.0,F035.jpg,,swat,The family is laughing together. ,fish,n
1710,img/S067.jpg,1,False,1710.0,"{""Q0"":""a cook shooting a swimmer""}",15660.0,S067.jpg,AI,Push,The man is send a letter.,Shoot,n
1395,img/S114.jpg,1,True,1395.0,"{""Q0"":""a women tickling a guy""}",14033.0,S114.jpg,PC,Send,The letter is being sent by the man.,Tickle,y
1633,img/F015.jpg,1,True,1633.0,"{""Q0"":""a women sneezing""}",8532.0,F015.jpg,,brush,The boy is brushing his teeth.,sneeze,y
17021,img/S070.jpg,1,True,17021.0,"{""Q0"":""a pilot pulls the car""}",17277.0,S070.jpg,PI,Push,The doctor is being scold by the professor,Pull,n
2947,img/S080.jpg,1,True,2947.0,"{""Q0"":""a clawn and women are kissing""}",14174.0,S080.jpg,AC,Scold,The professor is scolding the doctor.,Kiss,y
5616,img/F026.jpg,1,True,5616.0,"{""Q0"":""conductor is conducting""}",12169.0,F026.jpg,,laugh,The grandmother swat at the fly.,conduct,n
8457,img/S090.jpg,1,True,8457.0,"{""Q0"":""an artist kissing ballerina ""}",12664.0,S090.jpg,AI,Slap,The sailor is hold the teapot,Kiss,n
5465,img/S032.jpg,1,True,5465.0,"{""Q0"":""a boy is lifting a bucket""}",9898.0,S032.jpg,AC,Hold,The pirate is chasing the swimmer.,Lift,n
3386,img/F033.jpg,1,True,3386.0,"{""Q0"":""a women is lighting a candle ""}",18538.0,F033.jpg,,ski,The man is boxing.,light,n
2841,img/S005.jpg,1,True,2841.0,"{""Q0"":""a mechanics fixing a car ""}",15330.0,S005.jpg,PI,Chase,the swimmer is being chase by the pirate,Fix,y
4277,img/S031.jpg,1,True,4277.0,"{""Q0"":""scooping the ice cream ""}",10848.0,S031.jpg,PC,Hold,The mop is being held by the soldier,Scoop,y
