rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
10210,img/S107.jpg,1,True,10210.0,"{""Q0"":""The man is trying to fix the sink.""}",22336.0,S107.jpg,AC,Touch,The maid is touching the computer.,Fix,y
10490,img/S027.jpg,1,True,10490.0,"{""Q0"":""The pirate is pulling the doctor with a rope.""}",26213.0,S027.jpg,PC,Hold,The sheep is being shaved by the man,Pull,n
4241,img/F014.jpg,1,True,4241.0,"{""Q0"":""The girl is jumping on the grass.""}",14416.0,F014.jpg,,row,The boy is rowing his boat. ,jump,y
2681,img/S083.jpg,1,True,2681.0,"{""Q0"":""The policeman is trying to tickle the thief.""}",32465.0,S083.jpg,PI,Shave,The sheep is being shave by the man,Tickle,y
5334,img/S081.jpg,1,True,5334.0,"{""Q0"":""The lady is attempting to scare the boy and wearing a mask.""}",32930.0,S081.jpg,AI,Scold,The dog is chase the cat,Scare,n
4367,img/F019.jpg,1,True,4367.0,"{""Q0"":""Water is constantly dripping from the tap.""}",16371.0,F019.jpg,,dip,The person is dipping the chip in sauce.,drip,y
7539,img/S011.jpg,1,True,7539.0,"{""Q0"":""The nun is following a guard.""}",20309.0,S011.jpg,PC,Chase,The priest is being chased by the policeman,Follow,n
4322,img/S008.jpg,1,True,4322.0,"{""Q0"":""A old man shot a female dancer.""}",19440.0,S008.jpg,AC,Chase,The policeman is chasing the priest.,Shoot,y
3305,img/F007.jpg,1,True,3305.0,"{""Q0"":""The surgeron is operating a surgery.""}",18691.0,F007.jpg,,bounce,The boy is bounce the basketball.,operate,y
6477,img/S090.jpg,1,True,6477.0,"{""Q0"":""A ampulated pirate is following a navy.""}",34850.0,S090.jpg,AI,Slap,The man is trip the other man.,Follow,n
2902,img/S108.jpg,1,True,2902.0,"{""Q0"":""The cleaner is dumping the trash into the trashcar.""}",22563.0,S108.jpg,PI,Trip,The man is being trip by the other man.,Dump,y
2836,img/F033.jpg,1,True,2836.0,"{""Q0"":""The girl is lighting the candle.""}",10808.0,F033.jpg,,ski,The man is boxing.,light,n
3129,img/S120.jpg,1,True,3129.0,"{""Q0"":""The cook shot a swimmer.""}",13162.0,S120.jpg,AI,Throw,the cowboy is slap the soldier,Shoot,n
3777,img/S089.jpg,1,True,3777.0,"{""Q0"":""The maid is tickling a priest.""}",26693.0,S089.jpg,PC,Slap,the soldier is being slapped by the cowboy,Tickle,y
3921,img/F020.jpg,1,True,3921.0,"{""Q0"":""The baseball player just missed a ball.""}",13476.0,F020.jpg,,cry,The boy shock himself.,miss,n
3371,img/S106.jpg,1,True,3371.0,"{""Q0"":""The priest is trying his best to pull over the car.""}",18442.0,S106.jpg,AC,Touch,The professor is scolding the doctor.,Pull,n
