"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"9227","true","img/F01.jpg","89","0","y","categorize-image-asp","9","954441","0.0-8.0-1.0","true","89",""
"13778","","","","0","","image-text","10","968223","0.0-8.0-2.0","","","{""Q0"":""The sailor holds the broom""}"
"10176","true","img/F03.jpg","89","0","y","categorize-image-asp","13","993544","0.0-8.0-1.1","true","89",""
"22506","","","","0","","image-text","14","1016053","0.0-8.0-2.1","","","{""Q0"":""The waitress holds out a cane""}"
"4047","true","img/F05.jpg","89","0","y","categorize-image-asp","17","1036664","0.0-8.0-1.2","true","89",""
"14449","","","","0","","image-text","18","1051117","0.0-8.0-2.2","","","{""Q0"":""The soldier holds a mop""}"
"13489","false","img/P11.jpg","89","1","n","categorize-image-asp","21","1082695","0.0-10.0-0.0","false","89",""
"16920","","","","1","","image-text","22","1099637","0.0-10.0-1.0","","","{""Q0"":""The pirate follows the doctor""}"
"6036","false","img/P23.jpg","89","1","n","categorize-image-asp","24","1114582","0.0-10.0-0.1","false","89",""
"16725","","","","1","","image-text","25","1131324","0.0-10.0-1.1","","","{""Q0"":""The cowboy punches a ballerina""}"
"2375","true","img/P22.jpg","89","1","y","categorize-image-asp","27","1146342","0.0-10.0-0.2","true","89",""
"16099","","","","1","","image-text","28","1162453","0.0-10.0-1.2","","","{""Q0"":""the sailor tries to touch the floatie""}"
"6653","false","img/P31.jpg","89","1","n","categorize-image-asp","30","1181446","0.0-10.0-0.3","false","89",""
"22275","","","","1","","image-text","31","1203771","0.0-10.0-1.3","","","{""Q0"":""the professor scolds the soldier ""}"
"3027","true","img/P09.jpg","89","1","y","categorize-image-asp","33","1218534","0.0-10.0-0.4","true","89",""
"13506","","","","1","","image-text","34","1232043","0.0-10.0-1.4","","","{""Q0"":""the pirate follows the sailor""}"
"3943","true","img/P29.jpg","89","1","y","categorize-image-asp","36","1246372","0.0-10.0-0.5","true","89",""
"12156","","","","1","","image-text","37","1258531","0.0-10.0-1.5","","","{""Q0"":""the officer scolds the boxer""}"
"1982","true","img/P41.jpg","89","1","y","categorize-image-asp","39","1270277","0.0-10.0-0.6","true","89",""
"10822","","","","1","","image-text","40","1281115","0.0-10.0-1.6","","","{""Q0"":""the officer slaps the swimmer""}"
"2114","false","img/P07.jpg","89","1","n","categorize-image-asp","42","1292773","0.0-10.0-0.7","false","89",""
"13547","","","","1","","image-text","43","1306330","0.0-10.0-1.7","","","{""Q0"":""the waitress chases the doctor""}"
"1736","true","img/P25.jpg","89","1","y","categorize-image-asp","45","1322357","0.0-10.0-0.8","true","89",""
"16258","","","","1","","image-text","46","1338618","0.0-10.0-1.8","","","{""Q0"":""the professor scolds the sailor""}"
"3277","true","img/P08.jpg","78","1","n","categorize-image-asp","48","1355267","0.0-10.0-0.9","true","78",""
"23290","","","","1","","image-text","49","1378562","0.0-10.0-1.9","","","{""Q0"":""the waitress kicks the burgler""}"
"2978","true","img/P33.jpg","89","1","y","categorize-image-asp","51","1392564","0.0-10.0-0.10","true","89",""
"10211","","","","1","","image-text","52","1402778","0.0-10.0-1.10","","","{""Q0"":""the nun and the boxer kiss""}"
"2775","true","img/P16.jpg","78","1","n","categorize-image-asp","54","1418579","0.0-10.0-0.11","true","78",""
"13674","","","","1","","image-text","55","1432257","0.0-10.0-1.11","","","{""Q0"":""the cowboy pushes the ballerina""}"
"3555","true","img/P17.jpg","89","1","y","categorize-image-asp","57","1447779","0.0-10.0-0.12","true","89",""
"16031","","","","1","","image-text","58","1463825","0.0-10.0-1.12","","","{""Q0"":""the artist punches the clown ""}"
"3411","true","img/P05.jpg","89","1","y","categorize-image-asp","60","1480323","0.0-10.0-0.13","true","89",""
"10458","","","","1","","image-text","61","1490785","0.0-10.0-1.13","","","{""Q0"":""the pirate chases the theif ""}"
"2097","true","img/P01.jpg","89","1","y","categorize-image-asp","63","1506258","0.0-10.0-0.14","true","89",""
"14350","","","","1","","image-text","64","1520632","0.0-10.0-1.14","","","{""Q0"":""the officer chases the theif""}"
"2188","true","img/P40.jpg","78","1","n","categorize-image-asp","66","1535187","0.0-10.0-0.15","true","78",""
"11131","","","","1","","image-text","67","1546336","0.0-10.0-1.15","","","{""Q0"":""the boxer pulls the clown""}"
"2201","false","img/P27.jpg","89","1","n","categorize-image-asp","69","1561186","0.0-10.0-0.16","false","89",""
"8187","","","","1","","image-text","70","1569392","0.0-10.0-1.16","","","{""Q0"":""the officer scolds the ballerina""}"
"2340","true","img/P48.jpg","78","1","n","categorize-image-asp","72","1584193","0.0-10.0-0.17","true","78",""
"15035","","","","1","","image-text","73","1599248","0.0-10.0-1.17","","","{""Q0"":""the waitress tickles the monk""}"
"9833","false","img/P38.jpg","78","1","y","categorize-image-asp","75","1622113","0.0-10.0-0.18","false","78",""
"12066","","","","1","","image-text","76","1634183","0.0-10.0-1.18","","","{""Q0"":""the pirate pulls the ballerina""}"
"4814","true","img/P13.jpg","89","1","y","categorize-image-asp","78","1653761","0.0-10.0-0.19","true","89",""
"13735","","","","1","","image-text","79","1667511","0.0-10.0-1.19","","","{""Q0"":""the monk follows the soldier""}"
"2294","false","img/P06.jpg","78","1","y","categorize-image-asp","81","1681217","0.0-10.0-0.20","false","78",""
"12076","","","","1","","image-text","82","1693310","0.0-10.0-1.20","","","{""Q0"":""the waitress kicks the clown""}"
"6481","true","img/P15.jpg","78","1","n","categorize-image-asp","84","1715265","0.0-10.0-0.21","true","78",""
"11084","","","","1","","image-text","85","1726366","0.0-10.0-1.21","","","{""Q0"":""the monk follows the boxer""}"
"5064","true","img/P43.jpg","78","1","n","categorize-image-asp","87","1747168","0.0-10.0-0.22","true","78",""
"8571","","","","1","","image-text","88","1755742","0.0-10.0-1.22","","","{""Q0"":""the officer slaps the boxer""}"
"1942","true","img/P24.jpg","78","1","n","categorize-image-asp","90","1768096","0.0-10.0-0.23","true","78",""
"14639","","","","1","","image-text","91","1782742","0.0-10.0-1.23","","","{""Q0"":""the sailor touches the clown""}"
"4913","true","img/P03.jpg","78","1","n","categorize-image-asp","93","1800735","0.0-10.0-0.24","true","78",""
"10307","","","","1","","image-text","94","1811045","0.0-10.0-1.24","","","{""Q0"":""the offcier chases the swimmer""}"
"2599","false","img/P39.jpg","89","1","n","categorize-image-asp","96","1825278","0.0-10.0-0.25","false","89",""
"12966","","","","1","","image-text","97","1838261","0.0-10.0-1.25","","","{""Q0"":""the clown is kissed by the artist""}"
"2963","false","img/P12.jpg","78","1","y","categorize-image-asp","99","1851327","0.0-10.0-0.26","false","78",""
"12075","","","","1","","image-text","100","1863406","0.0-10.0-1.26","","","{""Q0"":""the cowboy pushes the swimmer""}"
"2846","true","img/P45.jpg","89","1","y","categorize-image-asp","102","1879982","0.0-10.0-0.27","true","89",""
"16755","","","","1","","image-text","103","1896740","0.0-10.0-1.27","","","{""Q0"":""the sailor is slapped by the cowboy""}"
"2863","false","img/P19.jpg","89","1","n","categorize-image-asp","105","1912110","0.0-10.0-0.28","false","89",""
"13623","","","","1","","image-text","106","1925749","0.0-10.0-1.28","","","{""Q0"":""the artist punches the monk""}"
"3795","true","img/P21.jpg","89","1","y","categorize-image-asp","108","1939214","0.0-10.0-0.29","true","89",""
"12755","","","","1","","image-text","109","1951972","0.0-10.0-1.29","","","{""Q0"":""the cowboy punches the doctor""}"
"2361","false","img/P46.jpg","78","1","y","categorize-image-asp","111","1967118","0.0-10.0-0.30","false","78",""
"12034","","","","1","","image-text","112","1979155","0.0-10.0-1.30","","","{""Q0"":""the waitress tickles the doctor""}"
"4560","true","img/P47.jpg","78","1","n","categorize-image-asp","114","1995374","0.0-10.0-0.31","true","78",""
"13801","","","","1","","image-text","115","2009179","0.0-10.0-1.31","","","{""Q0"":""the cowboy slaps the ballerina""}"
"3968","false","img/P28.jpg","78","1","y","categorize-image-asp","117","2024429","0.0-10.0-0.32","false","78",""
"15714","","","","1","","image-text","118","2040148","0.0-10.0-1.32","","","{""Q0"":""the cheif shoots the boxer""}"
"5296","true","img/P32.jpg","78","1","n","categorize-image-asp","120","2057949","0.0-10.0-0.33","true","78",""
"10666","","","","1","","image-text","121","2068619","0.0-10.0-1.33","","","{""Q0"":""the cheif shoots the swimmer""}"
"4368","false","img/P35.jpg","89","1","n","categorize-image-asp","123","2084253","0.0-10.0-0.34","false","89",""
"10243","","","","1","","image-text","124","2094498","0.0-10.0-1.34","","","{""Q0"":""the artist kisses the soldier""}"
"2437","true","img/P37.jpg","89","1","y","categorize-image-asp","126","2111148","0.0-10.0-0.35","true","89",""
"16114","","","","1","","image-text","127","2127266","0.0-10.0-1.35","","","{""Q0"":""the nun tries to kiss the ballerina""}"
"161525","","","","2","","survey-text","129","2293928","0.0-11.0","","","{""Q0"":""Y"",""Q1"":""N"",""Q2"":""no, he/she did not have propper endings (ex: this person said pushs instead of pushes)"",""Q3"":""N"",""Q4"":""N"",""Q5"":""to see of what we see matches with what our partner says"",""Q6"":""I was not sure if i was judging based on the word assigned or based on the accurately of what my partner was describing. For instance, he/she could have used the word but based on the pic, it was the other person performing that task not what they described.""}"
