"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2137","true","img/F01.jpg","89","0","y","categorize-image-asp","9","779406","0.0-8.0-1.0","true","89",""
"11144","","","","0","","image-text","10","790553","0.0-8.0-2.0","","","{""Q0"":""The sailor holds a broom.""}"
"6293","true","img/F03.jpg","89","0","y","categorize-image-asp","13","814465","0.0-8.0-1.1","true","89",""
"11820","","","","0","","image-text","14","826288","0.0-8.0-2.1","","","{""Q0"":""The housekeeper holds onto a cane. ""}"
"3577","true","img/F05.jpg","89","0","y","categorize-image-asp","17","845405","0.0-8.0-1.2","true","89",""
"16880","","","","0","","image-text","18","862288","0.0-8.0-2.2","","","{""Q0"":""The marine holds onto a mop. ""}"
"5114","true","img/P03.jpg","78","1","n","categorize-image-asp","21","883535","0.0-10.0-0.0","true","78",""
"16052","","","","1","","image-text","22","899592","0.0-10.0-1.0","","","{""Q0"":""The police chases after the swimmer. ""}"
"3869","true","img/P37.jpg","89","1","y","categorize-image-asp","24","918474","0.0-10.0-0.1","true","89",""
"13785","","","","1","","image-text","25","932263","0.0-10.0-1.1","","","{""Q0"":""The nun attempts to kiss the dancer.""}"
"4396","true","img/P43.jpg","78","1","n","categorize-image-asp","27","949085","0.0-10.0-0.2","true","78",""
"9104","","","","1","","image-text","28","958191","0.0-10.0-1.2","","","{""Q0"":""The police slaps the boxer. ""}"
"6028","true","img/P24.jpg","78","1","n","categorize-image-asp","30","976074","0.0-10.0-0.3","true","78",""
"10014","","","","1","","image-text","31","986103","0.0-10.0-1.3","","","{""Q0"":""The sailor touches the clown. ""}"
"3322","true","img/P46.jpg","89","1","y","categorize-image-asp","33","1005344","0.0-10.0-0.4","true","89",""
"11460","","","","1","","image-text","34","1016807","0.0-10.0-1.4","","","{""Q0"":""The housekeeper tickles the doctor. ""}"
"2838","true","img/P45.jpg","89","1","y","categorize-image-asp","36","1031674","0.0-10.0-0.5","true","89",""
"9929","","","","1","","image-text","37","1041606","0.0-10.0-1.5","","","{""Q0"":""The cowboy slapped the sailor. ""}"
"3912","true","img/P41.jpg","89","1","y","categorize-image-asp","39","1058624","0.0-10.0-0.6","true","89",""
"8564","","","","1","","image-text","40","1067190","0.0-10.0-1.6","","","{""Q0"":""The police slapped the swimmer. ""}"
"6083","true","img/P15.jpg","78","1","n","categorize-image-asp","42","1086733","0.0-10.0-0.7","true","78",""
"8885","","","","1","","image-text","43","1095621","0.0-10.0-1.7","","","{""Q0"":""The boxer is followed by the nun. ""}"
"3720","true","img/P06.jpg","89","1","y","categorize-image-asp","45","1112663","0.0-10.0-0.8","true","89",""
"9268","","","","1","","image-text","46","1121933","0.0-10.0-1.8","","","{""Q0"":""The houskeeper kicked the clown. ""}"
"4910","true","img/P16.jpg","78","1","n","categorize-image-asp","48","1139703","0.0-10.0-0.9","true","78",""
"10747","","","","1","","image-text","49","1150453","0.0-10.0-1.9","","","{""Q0"":""The cowboy pushed the dancer. ""}"
"3906","true","img/P25.jpg","89","1","y","categorize-image-asp","51","1165802","0.0-10.0-0.10","true","89",""
"10416","","","","1","","image-text","52","1176221","0.0-10.0-1.10","","","{""Q0"":""The professor is scolding the sailor. ""}"
"2610","true","img/P31.jpg","78","1","n","categorize-image-asp","54","1190343","0.0-10.0-0.11","true","78",""
"13483","","","","1","","image-text","55","1203828","0.0-10.0-1.11","","","{""Q0"":""The soldier is scolded by the professor. ""}"
"2536","true","img/P17.jpg","89","1","y","categorize-image-asp","57","1219882","0.0-10.0-0.12","true","89",""
"9552","","","","1","","image-text","58","1229437","0.0-10.0-1.12","","","{""Q0"":""The artist punched the clown. ""}"
"3223","true","img/P39.jpg","78","1","n","categorize-image-asp","60","1243052","0.0-10.0-0.13","true","78",""
"11277","","","","1","","image-text","61","1254332","0.0-10.0-1.13","","","{""Q0"":""The artist kissed the clown. ""}"
"4627","false","img/P28.jpg","78","1","y","categorize-image-asp","63","1271032","0.0-10.0-0.14","false","78",""
"9899","","","","1","","image-text","64","1280948","0.0-10.0-1.14","","","{""Q0"":""The chef shot the boxer. ""}"
"2823","true","img/P23.jpg","78","1","n","categorize-image-asp","66","1293932","0.0-10.0-0.15","true","78",""
"13901","","","","1","","image-text","67","1307835","0.0-10.0-1.15","","","{""Q0"":""The dancer is punched by the cowboy. ""}"
"2698","true","img/P01.jpg","89","1","y","categorize-image-asp","69","1326151","0.0-10.0-0.16","true","89",""
"10194","","","","1","","image-text","70","1336347","0.0-10.0-1.16","","","{""Q0"":""The burglar is chased by the police. ""}"
"4329","true","img/P29.jpg","89","1","y","categorize-image-asp","72","1353861","0.0-10.0-0.17","true","89",""
"8179","","","","1","","image-text","73","1362042","0.0-10.0-1.17","","","{""Q0"":""The police is scolding the boxer. ""}"
"3633","true","img/P19.jpg","78","1","n","categorize-image-asp","75","1379051","0.0-10.0-0.18","true","78",""
"9285","","","","1","","image-text","76","1388338","0.0-10.0-1.18","","","{""Q0"":""The artist punched the monk. ""}"
