"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2936","true","img/F01.jpg","89","0","y","categorize-image-asp","9","3941358","0.0-8.0-1.0","true","89",""
"14519","","","","0","","image-text","10","3955881","0.0-8.0-2.0","","","{""Q0"":""The sailor holds the broom""}"
"6192","true","img/F03.jpg","89","0","y","categorize-image-asp","13","3978418","0.0-8.0-1.1","true","89",""
"10900","","","","0","","image-text","14","3989320","0.0-8.0-2.1","","","{""Q0"":""The woman holds the cane""}"
"5890","true","img/F05.jpg","89","0","y","categorize-image-asp","17","4009028","0.0-8.0-1.2","true","89",""
"17762","","","","0","","image-text","18","4026792","0.0-8.0-2.2","","","{""Q0"":""The soldier is holding the broom""}"
"7958","true","img/P43.jpg","78","1","n","categorize-image-asp","21","4051467","0.0-10.0-0.0","true","78",""
"21801","","","","1","","image-text","22","4073271","0.0-10.0-1.0","","","{""Q0"":""The policeman slapped the boxer""}"
"8440","true","img/P47.jpg","78","1","n","categorize-image-asp","24","4092787","0.0-10.0-0.1","true","78",""
"14329","","","","1","","image-text","25","4107119","0.0-10.0-1.1","","","{""Q0"":""The cowboy slapped the ballerina""}"
"5961","false","img/P12.jpg","78","1","y","categorize-image-asp","27","4126786","0.0-10.0-0.2","false","78",""
"37033","","","","1","","image-text","28","4163822","0.0-10.0-1.2","","","{""Q0"":""The cowboy pushes the swimmer""}"
"9638","true","img/P15.jpg","78","1","n","categorize-image-asp","30","4187946","0.0-10.0-0.3","true","78",""
"26929","","","","1","","image-text","31","4214878","0.0-10.0-1.3","","","{""Q0"":""The nun follows the boxer""}"
"5639","true","img/P03.jpg","78","1","n","categorize-image-asp","33","4235465","0.0-10.0-0.4","true","78",""
"13194","","","","1","","image-text","34","4248661","0.0-10.0-1.4","","","{""Q0"":""The policeman chases the swimmer""}"
"4030","true","img/P05.jpg","89","1","y","categorize-image-asp","36","4262225","0.0-10.0-0.5","true","89",""
"13985","","","","1","","image-text","37","4276214","0.0-10.0-1.5","","","{""Q0"":""The robber is chased by the pirate""}"
"2897","true","img/P19.jpg","78","1","n","categorize-image-asp","39","4291355","0.0-10.0-0.6","true","78",""
"16016","","","","1","","image-text","40","4307373","0.0-10.0-1.6","","","{""Q0"":""The painter punches the monk""}"
"2904","true","img/P24.jpg","78","1","n","categorize-image-asp","42","4326444","0.0-10.0-0.7","true","78",""
"16493","","","","1","","image-text","43","4342941","0.0-10.0-1.7","","","{""Q0"":""The sailor touches the clown""}"
"4310","true","img/P41.jpg","89","1","y","categorize-image-asp","45","4357424","0.0-10.0-0.8","true","89",""
"21737","","","","1","","image-text","46","4379164","0.0-10.0-1.8","","","{""Q0"":""The policeman slaps the swimmer""}"
"3900","true","img/P16.jpg","78","1","n","categorize-image-asp","48","4398784","0.0-10.0-0.9","true","78",""
"15281","","","","1","","image-text","49","4414067","0.0-10.0-1.9","","","{""Q0"":""The ballerina is puched by the cowboy""}"
"5269","false","img/P46.jpg","78","1","y","categorize-image-asp","51","4431973","0.0-10.0-0.10","false","78",""
"21212","","","","1","","image-text","52","4453188","0.0-10.0-1.10","","","{""Q0"":""The doctor is tickeled by the waitress""}"
"3795","true","img/P40.jpg","78","1","n","categorize-image-asp","54","4469113","0.0-10.0-0.11","true","78",""
"12790","","","","1","","image-text","55","4481907","0.0-10.0-1.11","","","{""Q0"":""The clown is pulled by the boxer""}"
"2978","true","img/P17.jpg","89","1","y","categorize-image-asp","57","4497303","0.0-10.0-0.12","true","89",""
"11514","","","","1","","image-text","58","4508819","0.0-10.0-1.12","","","{""Q0"":""The artist punches the clown""}"
"3368","true","img/P48.jpg","78","1","n","categorize-image-asp","60","4527175","0.0-10.0-0.13","true","78",""
"16218","","","","1","","image-text","61","4543395","0.0-10.0-1.13","","","{""Q0"":""The monk is tickeld by the waitress""}"
"6773","false","img/P22.jpg","78","1","y","categorize-image-asp","63","4561434","0.0-10.0-0.14","false","78",""
"11710","","","","1","","image-text","64","4573147","0.0-10.0-1.14","","","{""Q0"":""The sailor touches the swimmer ""}"
"5100","true","img/P29.jpg","89","1","y","categorize-image-asp","66","4589604","0.0-10.0-0.15","true","89",""
"16236","","","","1","","image-text","67","4605842","0.0-10.0-1.15","","","{""Q0"":""The boxer is scolded by the policeman""}"
"4748","true","img/P33.jpg","89","1","y","categorize-image-asp","69","4624214","0.0-10.0-0.16","true","89",""
"13673","","","","1","","image-text","70","4637889","0.0-10.0-1.16","","","{""Q0"":""The nun kissed the boxer""}"
"2757","true","img/P08.jpg","78","1","n","categorize-image-asp","72","4654214","0.0-10.0-0.17","true","78",""
"14889","","","","1","","image-text","73","4669105","0.0-10.0-1.17","","","{""Q0"":""The robber is kicked by the waitress""}"
"2976","true","img/P11.jpg","78","1","n","categorize-image-asp","75","4683623","0.0-10.0-0.18","true","78",""
"13982","","","","1","","image-text","76","4697609","0.0-10.0-1.18","","","{""Q0"":""The pirate follows the doctor ""}"
"15169","true","img/P07.jpg","78","1","n","categorize-image-asp","78","4728163","0.0-10.0-0.19","true","78",""
"17010","","","","1","","image-text","79","4745176","0.0-10.0-1.19","","","{""Q0"":""The doctor is chased by the waitress""}"
"6105","false","img/P06.jpg","78","1","y","categorize-image-asp","81","4761543","0.0-10.0-0.20","false","78",""
"12399","","","","1","","image-text","82","4773944","0.0-10.0-1.20","","","{""Q0"":""The waitress kicks the clown""}"
"8562","true","img/P31.jpg","78","1","n","categorize-image-asp","84","4796472","0.0-10.0-0.21","true","78",""
"23214","","","","1","","image-text","85","4819688","0.0-10.0-1.21","","","{""Q0"":""The soldoer is scolded by the professor ""}"
"5994","true","img/P28.jpg","89","1","y","categorize-image-asp","87","4837433","0.0-10.0-0.22","true","89",""
"11363","","","","1","","image-text","88","4848799","0.0-10.0-1.22","","","{""Q0"":""The chef shoots the boxer""}"
"6160","true","img/P45.jpg","89","1","y","categorize-image-asp","90","4864517","0.0-10.0-0.23","true","89",""
"20422","","","","1","","image-text","91","4884943","0.0-10.0-1.23","","","{""Q0"":""The sailor is slapped by the cowboy""}"
"5810","false","img/P38.jpg","78","1","y","categorize-image-asp","93","4903563","0.0-10.0-0.24","false","78",""
"15506","","","","1","","image-text","94","4919070","0.0-10.0-1.24","","","{""Q0"":""The pirate pulls the balerina""}"
"3484","true","img/P37.jpg","89","1","y","categorize-image-asp","96","4933702","0.0-10.0-0.25","true","89",""
"15350","","","","1","","image-text","97","4949055","0.0-10.0-1.25","","","{""Q0"":""The ballerina is kissed by the nun""}"
"2639","true","img/P25.jpg","89","1","y","categorize-image-asp","99","4962822","0.0-10.0-0.26","true","89",""
"15222","","","","1","","image-text","100","4978046","0.0-10.0-1.26","","","{""Q0"":""The professor scolds the sailor""}"
"3485","true","img/P21.jpg","89","1","y","categorize-image-asp","102","4996612","0.0-10.0-0.27","true","89",""
"19297","","","","1","","image-text","103","5015910","0.0-10.0-1.27","","","{""Q0"":""The doctor is punched by the cowboy""}"
"2948","true","img/P35.jpg","78","1","n","categorize-image-asp","105","5032161","0.0-10.0-0.28","true","78",""
"11241","","","","1","","image-text","106","5043405","0.0-10.0-1.28","","","{""Q0"":""The artist kisses the soldier""}"
"6154","true","img/P23.jpg","78","1","n","categorize-image-asp","108","5061301","0.0-10.0-0.29","true","78",""
"14030","","","","1","","image-text","109","5075333","0.0-10.0-1.29","","","{""Q0"":""The cowboy punches the balerina""}"
"2330","true","img/P27.jpg","78","1","n","categorize-image-asp","111","5089480","0.0-10.0-0.30","true","78",""
"12787","","","","1","","image-text","112","5102269","0.0-10.0-1.30","","","{""Q0"":""The policeman scolds the ballerina""}"
"3824","true","img/P39.jpg","78","1","n","categorize-image-asp","114","5121252","0.0-10.0-0.31","true","78",""
"10773","","","","1","","image-text","115","5132028","0.0-10.0-1.31","","","{""Q0"":""The artist kissses the clown""}"
"3228","true","img/P01.jpg","89","1","y","categorize-image-asp","117","5145472","0.0-10.0-0.32","true","89",""
"12665","","","","1","","image-text","118","5158140","0.0-10.0-1.32","","","{""Q0"":""The policeman chases the robber""}"
"2956","true","img/P13.jpg","89","1","y","categorize-image-asp","120","5173442","0.0-10.0-0.33","true","89",""
"15279","","","","1","","image-text","121","5188724","0.0-10.0-1.33","","","{""Q0"":""The nun follows the soldier""}"
"3147","true","img/P09.jpg","89","1","y","categorize-image-asp","123","5206191","0.0-10.0-0.34","true","89",""
"16570","","","","1","","image-text","124","5222764","0.0-10.0-1.34","","","{""Q0"":""The soldier is followed by the pirate""}"
"4254","true","img/P32.jpg","78","1","n","categorize-image-asp","126","5241442","0.0-10.0-0.35","true","78",""
"11111","","","","1","","image-text","127","5252555","0.0-10.0-1.35","","","{""Q0"":""The chef shoots the swimmer""}"
"121068","","","","2","","survey-text","129","5376043","0.0-11.0","","","{""Q0"":""yes"",""Q1"":""no"",""Q2"":""No because there were frequent gramatical errors that wouldn't be common in native speakers"",""Q3"":""yes"",""Q4"":""No"",""Q5"":""To compare the sentence structure of native and non-native english speakers"",""Q6"":""Makes sure that the questions aren't super repetitive if the study allows for it""}"
