"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"3342","true","img/F01.jpg","89","0","y","categorize-image-asp","9","677933","0.0-8.0-1.0","true","89",""
"12345","","","","0","","image-text","10","690283","0.0-8.0-2.0","","","{""Q0"":""the sailor holds a broom""}"
"7144","true","img/F03.jpg","89","0","y","categorize-image-asp","13","711885","0.0-8.0-1.1","true","89",""
"31066","","","","0","","image-text","14","742956","0.0-8.0-2.1","","","{""Q0"":""walking stick hold by waitress""}"
"3932","true","img/F05.jpg","89","0","y","categorize-image-asp","17","758605","0.0-8.0-1.2","true","89",""
"18186","","","","0","","image-text","18","776796","0.0-8.0-2.2","","","{""Q0"":""the soldier holds a mop""}"
"9579","true","img/P19.jpg","78","1","n","categorize-image-asp","21","803308","0.0-10.0-0.0","true","78",""
"14105","","","","1","","image-text","22","817420","0.0-10.0-1.0","","","{""Q0"":""the artist punches the priest""}"
"16923","true","img/P31.jpg","78","1","n","categorize-image-asp","24","843677","0.0-10.0-0.1","true","78",""
"25138","","","","1","","image-text","25","868819","0.0-10.0-1.1","","","{""Q0"":""the soldier is scolded by a professor""}"
"4414","true","img/P25.jpg","89","1","y","categorize-image-asp","27","885196","0.0-10.0-0.2","true","89",""
"13682","","","","1","","image-text","28","898883","0.0-10.0-1.2","","","{""Q0"":""the diplomat scolds the sailor""}"
"5312","true","img/P23.jpg","78","1","n","categorize-image-asp","30","918428","0.0-10.0-0.3","true","78",""
"22459","","","","1","","image-text","31","940892","0.0-10.0-1.3","","","{""Q0"":""the shaman is punched by cowboi""}"
"6598","true","img/P12.jpg","89","1","y","categorize-image-asp","33","960876","0.0-10.0-0.4","true","89",""
"26433","","","","1","","image-text","34","987314","0.0-10.0-1.4","","","{""Q0"":""the cowboi pushes swimmer""}"
"11411","true","img/P15.jpg","78","1","n","categorize-image-asp","36","1014828","0.0-10.0-0.5","true","78",""
"14354","","","","1","","image-text","37","1029188","0.0-10.0-1.5","","","{""Q0"":""the boxer is followed by priest""}"
"3788","true","img/P28.jpg","89","1","y","categorize-image-asp","39","1048973","0.0-10.0-0.6","true","89",""
"9953","","","","1","","image-text","40","1058930","0.0-10.0-1.6","","","{""Q0"":""the chef shoots the boxer""}"
"3239","true","img/P32.jpg","78","1","n","categorize-image-asp","42","1074653","0.0-10.0-0.7","true","78",""
"9633","","","","1","","image-text","43","1084290","0.0-10.0-1.7","","","{""Q0"":""the chef shoots the swimmer""}"
"4278","true","img/P11.jpg","78","1","n","categorize-image-asp","45","1102876","0.0-10.0-0.8","true","78",""
"10226","","","","1","","image-text","46","1113106","0.0-10.0-1.8","","","{""Q0"":""pirate follows doctor""}"
"6433","true","img/P24.jpg","78","1","n","categorize-image-asp","48","1133724","0.0-10.0-0.9","true","78",""
"24146","","","","1","","image-text","49","1157874","0.0-10.0-1.9","","","{""Q0"":""sailor touches the man with flower""}"
"2472","true","img/P46.jpg","89","1","y","categorize-image-asp","51","1173148","0.0-10.0-0.10","true","89",""
"9361","","","","1","","image-text","52","1182514","0.0-10.0-1.10","","","{""Q0"":""the waitress tickles the doctor""}"
"4263","true","img/P07.jpg","78","1","n","categorize-image-asp","54","1199613","0.0-10.0-0.11","true","78",""
"12953","","","","1","","image-text","55","1212571","0.0-10.0-1.11","","","{""Q0"":""waitress chases doctor""}"
"4440","true","img/P06.jpg","89","1","y","categorize-image-asp","57","1231835","0.0-10.0-0.12","true","89",""
"18267","","","","1","","image-text","58","1250106","0.0-10.0-1.12","","","{""Q0"":""waitress has kicked funny dude""}"
"3590","true","img/P47.jpg","78","1","n","categorize-image-asp","60","1268652","0.0-10.0-0.13","true","78",""
"8115","","","","1","","image-text","61","1276771","0.0-10.0-1.13","","","{""Q0"":""cowboy slaps ballerina""}"
"5821","true","img/P09.jpg","89","1","y","categorize-image-asp","63","1301484","0.0-10.0-0.14","true","89",""
"8658","","","","1","","image-text","64","1310146","0.0-10.0-1.14","","","{""Q0"":""pirate follows sailor""}"
"8015","true","img/P45.jpg","89","1","y","categorize-image-asp","66","1338684","0.0-10.0-0.15","true","89",""
"9930","","","","1","","image-text","67","1348618","0.0-10.0-1.15","","","{""Q0"":""the sailor is slapped by cowboy""}"
"2781","true","img/P27.jpg","78","1","n","categorize-image-asp","69","1372459","0.0-10.0-0.16","true","78",""
"12898","","","","1","","image-text","70","1385361","0.0-10.0-1.16","","","{""Q0"":""policeman scolds ballerina""}"
"5114","true","img/P39.jpg","78","1","n","categorize-image-asp","72","1413420","0.0-10.0-0.17","true","78",""
"14714","","","","1","","image-text","73","1428138","0.0-10.0-1.17","","","{""Q0"":""funny dude kissed by artist""}"
"2734","true","img/P33.jpg","89","1","y","categorize-image-asp","75","1446379","0.0-10.0-0.18","true","89",""
"12123","","","","1","","image-text","76","1458506","0.0-10.0-1.18","","","{""Q0"":""boxer is kissed by nun""}"
"13421","true","img/P16.jpg","78","1","n","categorize-image-asp","78","1484204","0.0-10.0-0.19","true","78",""
"9249","","","","1","","image-text","79","1493457","0.0-10.0-1.19","","","{""Q0"":""ballerina pushed by cowboi""}"
"4497","true","img/P22.jpg","89","1","y","categorize-image-asp","81","1513947","0.0-10.0-0.20","true","89",""
"19850","","","","1","","image-text","82","1533802","0.0-10.0-1.20","","","{""Q0"":""sailor touches swimmer""}"
"7784","true","img/P37.jpg","89","1","y","categorize-image-asp","84","1551866","0.0-10.0-0.21","true","89",""
"17621","","","","1","","image-text","85","1569490","0.0-10.0-1.21","","","{""Q0"":""nun kisses ballerina""}"
"9549","true","img/P01.jpg","89","1","y","categorize-image-asp","87","1592859","0.0-10.0-0.22","true","89",""
"11306","","","","1","","image-text","88","1604169","0.0-10.0-1.22","","","{""Q0"":""robber is chased by policeman""}"
"11742","true","img/P13.jpg","89","1","y","categorize-image-asp","90","1629659","0.0-10.0-0.23","true","89",""
"7970","","","","1","","image-text","91","1637634","0.0-10.0-1.23","","","{""Q0"":""soldier followed by nun""}"
"2326","true","img/P43.jpg","78","1","n","categorize-image-asp","93","1652027","0.0-10.0-0.24","true","78",""
"11497","","","","1","","image-text","94","1663530","0.0-10.0-1.24","","","{""Q0"":""policeman slaps boxer""}"
"2141","true","img/P48.jpg","78","1","n","categorize-image-asp","96","1676218","0.0-10.0-0.25","true","78",""
"10427","","","","1","","image-text","97","1686649","0.0-10.0-1.25","","","{""Q0"":""waitress tickles priest""}"
"1993","true","img/P03.jpg","78","1","n","categorize-image-asp","99","1700459","0.0-10.0-0.26","true","78",""
"6691","","","","1","","image-text","100","1707153","0.0-10.0-1.26","","","{""Q0"":""policeman chases swimmer""}"
"6001","true","img/P29.jpg","89","1","y","categorize-image-asp","102","1724874","0.0-10.0-0.27","true","89",""
"8107","","","","1","","image-text","103","1732985","0.0-10.0-1.27","","","{""Q0"":""boxer is scolded by policeman""}"
"3328","true","img/P35.jpg","78","1","n","categorize-image-asp","105","1747051","0.0-10.0-0.28","true","78",""
"11466","","","","1","","image-text","106","1758520","0.0-10.0-1.28","","","{""Q0"":""artist kisses soldier""}"
"2632","true","img/P21.jpg","89","1","y","categorize-image-asp","108","1773977","0.0-10.0-0.29","true","89",""
"15183","","","","1","","image-text","109","1789161","0.0-10.0-1.29","","","{""Q0"":""the punch by the cowboy knocks out doctor""}"
"4325","true","img/P38.jpg","89","1","y","categorize-image-asp","111","1805355","0.0-10.0-0.30","true","89",""
