"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2783","true","img/F01.jpg","89","0","y","categorize-image-asp","9","1168052","0.0-8.0-1.0","true","89",""
"15857","","","","0","","image-text","10","1183913","0.0-8.0-2.0","","","{""Q0"":""The sailor is holding a broom""}"
"3396","true","img/F03.jpg","89","0","y","categorize-image-asp","13","1200915","0.0-8.0-1.1","true","89",""
"11969","","","","0","","image-text","14","1212888","0.0-8.0-2.1","","","{""Q0"":""The maid is holding a cane""}"
"2968","true","img/F05.jpg","89","0","y","categorize-image-asp","17","1231955","0.0-8.0-1.2","true","89",""
"11779","","","","0","","image-text","18","1243736","0.0-8.0-2.2","","","{""Q0"":""he is holding a broom""}"
"4801","true","img/P22.jpg","89","1","y","categorize-image-asp","21","1264961","0.0-10.0-0.0","true","89",""
"15031","","","","1","","image-text","22","1280016","0.0-10.0-1.0","","","{""Q0"":""the sailor touches the swimmer""}"
"3226","false","img/P37.jpg","78","1","y","categorize-image-asp","24","1297953","0.0-10.0-0.1","false","78",""
"17053","","","","1","","image-text","25","1315023","0.0-10.0-1.1","","","{""Q0"":""the pastor kisses the ballerina ""}"
"3337","true","img/P01.jpg","89","1","y","categorize-image-asp","27","1332689","0.0-10.0-0.2","true","89",""
"11673","","","","1","","image-text","28","1344375","0.0-10.0-1.2","","","{""Q0"":""the police chases the robber""}"
"3328","false","img/P48.jpg","89","1","n","categorize-image-asp","30","1358177","0.0-10.0-0.3","false","89",""
"11190","","","","1","","image-text","31","1369382","0.0-10.0-1.3","","","{""Q0"":""the maid tickles the nun""}"
"2603","true","img/P41.jpg","89","1","y","categorize-image-asp","33","1383584","0.0-10.0-0.4","true","89",""
"12780","","","","1","","image-text","34","1396366","0.0-10.0-1.4","","","{""Q0"":""the police slaps the swimmer""}"
"7463","true","img/P47.jpg","78","1","n","categorize-image-asp","36","1416288","0.0-10.0-0.5","true","78",""
"7410","","","","1","","image-text","37","1423702","0.0-10.0-1.5","","","{""Q0"":""The cowboy slaps the dancer""}"
"5274","true","img/P35.jpg","78","1","n","categorize-image-asp","39","1444800","0.0-10.0-0.6","true","78",""
"11934","","","","1","","image-text","40","1456758","0.0-10.0-1.6","","","{""Q0"":""the artist kisses the soldier""}"
"2116","true","img/P21.jpg","89","1","y","categorize-image-asp","42","1470688","0.0-10.0-0.7","true","89",""
"12189","","","","1","","image-text","43","1482894","0.0-10.0-1.7","","","{""Q0"":""The cowboy punches the doctor""}"
"2000","false","img/P28.jpg","78","1","y","categorize-image-asp","45","1497248","0.0-10.0-0.8","false","78",""
"9473","","","","1","","image-text","46","1506733","0.0-10.0-1.8","","","{""Q0"":""the chef shoots the boxer""}"
"3839","true","img/P05.jpg","89","1","y","categorize-image-asp","48","1525935","0.0-10.0-0.9","true","89",""
"10148","","","","1","","image-text","49","1536101","0.0-10.0-1.9","","","{""Q0"":""the pirate chases the robber""}"
"1969","false","img/P12.jpg","78","1","y","categorize-image-asp","51","1549535","0.0-10.0-0.10","false","78",""
"9259","","","","1","","image-text","52","1558797","0.0-10.0-1.10","","","{""Q0"":""The cowboy pushes the swimmer""}"
"6991","true","img/P39.jpg","78","1","n","categorize-image-asp","54","1576910","0.0-10.0-0.11","true","78",""
"9963","","","","1","","image-text","55","1586876","0.0-10.0-1.11","","","{""Q0"":""the artist kisses the clown""}"
"3210","true","img/P17.jpg","89","1","y","categorize-image-asp","57","1603214","0.0-10.0-0.12","true","89",""
"11716","","","","1","","image-text","58","1614940","0.0-10.0-1.12","","","{""Q0"":""the artist punches the clown""}"
"8219","true","img/P07.jpg","78","1","n","categorize-image-asp","60","1633886","0.0-10.0-0.13","true","78",""
"12171","","","","1","","image-text","61","1646061","0.0-10.0-1.13","","","{""Q0"":""the maid is chasing the doctor""}"
"4640","true","img/P19.jpg","78","1","n","categorize-image-asp","63","1662685","0.0-10.0-0.14","true","78",""
"11834","","","","1","","image-text","64","1674531","0.0-10.0-1.14","","","{""Q0"":""the artist punches the monk""}"
"2294","true","img/P29.jpg","89","1","y","categorize-image-asp","66","1688061","0.0-10.0-0.15","true","89",""
"8754","","","","1","","image-text","67","1696819","0.0-10.0-1.15","","","{""Q0"":""the police scolds the boxer""}"
"2244","false","img/P38.jpg","78","1","y","categorize-image-asp","69","1712349","0.0-10.0-0.16","false","78",""
"8267","","","","1","","image-text","70","1720619","0.0-10.0-1.16","","","{""Q0"":""the pirate pulls the dancer""}"
"3539","true","img/P13.jpg","89","1","y","categorize-image-asp","72","1734812","0.0-10.0-0.17","true","89",""
"9256","","","","1","","image-text","73","1744074","0.0-10.0-1.17","","","{""Q0"":""the nun follows the soldier""}"
"2127","true","img/P25.jpg","89","1","y","categorize-image-asp","75","1759165","0.0-10.0-0.18","true","89",""
"13434","","","","1","","image-text","76","1772618","0.0-10.0-1.18","","","{""Q0"":""the professor scolds the soldier""}"
"1907","false","img/P15.jpg","89","1","n","categorize-image-asp","78","1783068","0.0-10.0-0.19","false","89",""
"17702","","","","1","","image-text","79","1800786","0.0-10.0-1.19","","","{""Q0"":""the nun follows the boxer""}"
"2577","false","img/P46.jpg","78","1","y","categorize-image-asp","81","1815004","0.0-10.0-0.20","false","78",""
"9378","","","","1","","image-text","82","1824386","0.0-10.0-1.20","","","{""Q0"":""the maid tickles the doctor""}"
"2045","true","img/P31.jpg","78","1","n","categorize-image-asp","84","1842028","0.0-10.0-0.21","true","78",""
"8922","","","","1","","image-text","85","1850953","0.0-10.0-1.21","","","{""Q0"":""the professor scolds the soldier""}"
"2321","true","img/P03.jpg","78","1","n","categorize-image-asp","87","1864780","0.0-10.0-0.22","true","78",""
"11195","","","","1","","image-text","88","1875978","0.0-10.0-1.22","","","{""Q0"":""the police chases the swimmer""}"
"2379","true","img/P32.jpg","78","1","n","categorize-image-asp","90","1891484","0.0-10.0-0.23","true","78",""
"7442","","","","1","","image-text","91","1898929","0.0-10.0-1.23","","","{""Q0"":""the chef shoots the swimmer""}"
"1510","true","img/P09.jpg","89","1","y","categorize-image-asp","93","1911707","0.0-10.0-0.24","true","89",""
"13376","","","","1","","image-text","94","1925105","0.0-10.0-1.24","","","{""Q0"":""the pirate follows the sailor""}"
"3793","false","img/P40.jpg","89","1","n","categorize-image-asp","96","1937835","0.0-10.0-0.25","false","89",""
"10217","","","","1","","image-text","97","1948057","0.0-10.0-1.25","","","{""Q0"":""the boxer pulls the clown""}"
"2004","false","img/P06.jpg","78","1","y","categorize-image-asp","99","1963163","0.0-10.0-0.26","false","78",""
"9842","","","","1","","image-text","100","1973008","0.0-10.0-1.26","","","{""Q0"":""the maid kicks the clown""}"
"3966","true","img/P16.jpg","78","1","n","categorize-image-asp","102","1989338","0.0-10.0-0.27","true","78",""
"10041","","","","1","","image-text","103","1999384","0.0-10.0-1.27","","","{""Q0"":""the cowboy pushes the dancer""}"
"1554","true","img/P33.jpg","89","1","y","categorize-image-asp","105","2014954","0.0-10.0-0.28","true","89",""
"10395","","","","1","","image-text","106","2025353","0.0-10.0-1.28","","","{""Q0"":""the nun kisses the boxer""}"
"2037","true","img/P45.jpg","89","1","y","categorize-image-asp","108","2040714","0.0-10.0-0.29","true","89",""
"9043","","","","1","","image-text","109","2049760","0.0-10.0-1.29","","","{""Q0"":""the cowboy slaps the sailor""}"
"4554","true","img/P11.jpg","78","1","n","categorize-image-asp","111","2066730","0.0-10.0-0.30","true","78",""
"9634","","","","1","","image-text","112","2076367","0.0-10.0-1.30","","","{""Q0"":""the pirate follows the doctor""}"
"2705","true","img/P23.jpg","78","1","n","categorize-image-asp","114","2088521","0.0-10.0-0.31","true","78",""
"7706","","","","1","","image-text","115","2096231","0.0-10.0-1.31","","","{""Q0"":""the cowboy punches the dancer""}"
"5980","true","img/P43.jpg","78","1","n","categorize-image-asp","117","2111498","0.0-10.0-0.32","true","78",""
"9186","","","","1","","image-text","118","2120687","0.0-10.0-1.32","","","{""Q0"":""the police slaps the boxer""}"
"1539","true","img/P08.jpg","78","1","n","categorize-image-asp","120","2135817","0.0-10.0-0.33","true","78",""
"8803","","","","1","","image-text","121","2144623","0.0-10.0-1.33","","","{""Q0"":""the maid kicks the robber""}"
"3855","true","img/P27.jpg","78","1","n","categorize-image-asp","123","2161097","0.0-10.0-0.34","true","78",""
"6575","","","","1","","image-text","124","2167695","0.0-10.0-1.34","","","{""Q0"":""the police scolds the dancer""}"
"2135","true","img/P24.jpg","78","1","n","categorize-image-asp","126","2186057","0.0-10.0-0.35","true","78",""
"10106","","","","1","","image-text","127","2196167","0.0-10.0-1.35","","","{""Q0"":""the sailor touches the clown""}"
"107548","","","","2","","survey-text","129","2308183","0.0-11.0","","","{""Q0"":""Y"",""Q1"":""Y, Vietnamese"",""Q2"":""No, because he/she was not forming correct sentences, in terms of verbs. "",""Q3"":""Y"",""Q4"":""N"",""Q5"":""to see if we can effectively form sentences given a verb and picture and understand the big idea"",""Q6"":""No suggestions!""}"
