"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"6108","true","img/F01.jpg","89","0","y","categorize-image-asp","9","849131","0.0-8.0-1.0","true","89",""
"21477","","","","0","","image-text","10","870613","0.0-8.0-2.0","","","{""Q0"":""The sailor is holding the broom""}"
"4006","true","img/F03.jpg","89","0","y","categorize-image-asp","13","885851","0.0-8.0-1.1","true","89",""
"14855","","","","0","","image-text","14","900708","0.0-8.0-2.1","","","{""Q0"":""The woman is holding the cane""}"
"3978","true","img/F05.jpg","89","0","y","categorize-image-asp","17","919721","0.0-8.0-1.2","true","89",""
"21880","","","","0","","image-text","18","941605","0.0-8.0-2.2","","","{""Q0"":""The mob is being held by the sailor ""}"
"4704","false","img/P46.jpg","78","1","y","categorize-image-asp","21","961261","0.0-10.0-0.0","false","78",""
"20867","","","","1","","image-text","22","982133","0.0-10.0-1.0","","","{""Q0"":""The nurse is ticking the doctor""}"
"4793","true","img/P37.jpg","89","1","y","categorize-image-asp","24","1002111","0.0-10.0-0.1","true","89",""
"62004","","","","1","","image-text","25","1064117","0.0-10.0-1.1","","","{""Q0"":""The Presit wants to kiss the ballerina""}"
"5654","false","img/P11.jpg","89","1","n","categorize-image-asp","27","1081421","0.0-10.0-0.2","false","89",""
"34533","","","","1","","image-text","28","1115956","0.0-10.0-1.2","","","{""Q0"":""The doctor is being followed by the paraite""}"
"4016","true","img/P29.jpg","89","1","y","categorize-image-asp","30","1133851","0.0-10.0-0.3","true","89",""
"18791","","","","1","","image-text","31","1152645","0.0-10.0-1.3","","","{""Q0"":""The boxer is being scolded by the policeman""}"
"10045","false","img/P22.jpg","78","1","y","categorize-image-asp","33","1172781","0.0-10.0-0.4","false","78",""
"42748","","","","1","","image-text","34","1215532","0.0-10.0-1.4","","","{""Q0"":""The life guard is touching the swimmer ""}"
"3806","true","img/P24.jpg","78","1","n","categorize-image-asp","36","1228859","0.0-10.0-0.5","true","78",""
"23998","","","","1","","image-text","37","1252861","0.0-10.0-1.5","","","{""Q0"":""The clown is being touched by the sailor""}"
"2957","true","img/P09.jpg","89","1","y","categorize-image-asp","39","1269180","0.0-10.0-0.6","true","89",""
