"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"4357","true","img/F01.jpg","89","0","y","categorize-image-asp","9","1216257","0.0-8.0-1.0","true","89",""
"13991","","","","0","","image-text","10","1230254","0.0-8.0-2.0","","","{""Q0"":""The sailor is holding a broom""}"
"4632","true","img/F03.jpg","89","0","y","categorize-image-asp","13","1245969","0.0-8.0-1.1","true","89",""
"18682","","","","0","","image-text","14","1264654","0.0-8.0-2.1","","","{""Q0"":""The old lady is holding a cane""}"
"2115","true","img/F05.jpg","89","0","y","categorize-image-asp","17","1278609","0.0-8.0-1.2","true","89",""
"14616","","","","0","","image-text","18","1293230","0.0-8.0-2.2","","","{""Q0"":""A soldier holds the mop""}"
"11133","true","img/P22.jpg","89","1","y","categorize-image-asp","21","1316831","0.0-10.0-0.0","true","89",""
"16056","","","","1","","image-text","22","1332894","0.0-10.0-1.0","","","{""Q0"":""The sailor is about to touch the swimmer""}"
"13304","true","img/P24.jpg","78","1","n","categorize-image-asp","24","1360959","0.0-10.0-0.1","true","78",""
"21514","","","","1","","image-text","25","1382477","0.0-10.0-1.1","","","{""Q0"":""The sailor is about to touch the clown""}"
"5411","false","img/P11.jpg","89","1","n","categorize-image-asp","27","1411167","0.0-10.0-0.2","false","89",""
"15594","","","","1","","image-text","28","1426766","0.0-10.0-1.2","","","{""Q0"":""the doctor is followed by the pirate""}"
"5896","true","img/P39.jpg","78","1","n","categorize-image-asp","30","1447969","0.0-10.0-0.3","true","78",""
"15961","","","","1","","image-text","31","1463934","0.0-10.0-1.3","","","{""Q0"":""The painter is kissing the clown""}"
"6244","true","img/P27.jpg","78","1","n","categorize-image-asp","33","1485759","0.0-10.0-0.4","true","78",""
"20475","","","","1","","image-text","34","1506237","0.0-10.0-1.4","","","{""Q0"":""The soldier scolds the ballerina""}"
"5131","true","img/P23.jpg","78","1","n","categorize-image-asp","36","1523424","0.0-10.0-0.5","true","78",""
"14113","","","","1","","image-text","37","1537542","0.0-10.0-1.5","","","{""Q0"":""The cow boy punches the ballerina""}"
"14697","false","img/P46.jpg","78","1","y","categorize-image-asp","39","1565215","0.0-10.0-0.6","false","78",""
"9785","","","","1","","image-text","40","1575005","0.0-10.0-1.6","","","{""Q0"":""The waitress tickles the doctor""}"
"8306","true","img/P13.jpg","89","1","y","categorize-image-asp","42","1595855","0.0-10.0-0.7","true","89",""
"17489","","","","1","","image-text","43","1613349","0.0-10.0-1.7","","","{""Q0"":""The soldier is followed by the nun""}"
"5395","true","img/P01.jpg","89","1","y","categorize-image-asp","45","1632141","0.0-10.0-0.8","true","89",""
"13971","","","","1","","image-text","46","1646117","0.0-10.0-1.8","","","{""Q0"":""The soldier chases the robber""}"
"6425","true","img/P31.jpg","78","1","n","categorize-image-asp","48","1664766","0.0-10.0-0.9","true","78",""
"13875","","","","1","","image-text","49","1678645","0.0-10.0-1.9","","","{""Q0"":""The professor scolds the soldier""}"
"2482","true","img/P35.jpg","78","1","n","categorize-image-asp","51","1694302","0.0-10.0-0.10","true","78",""
"10410","","","","1","","image-text","52","1704717","0.0-10.0-1.10","","","{""Q0"":""The painter kisses the soldier""}"
"3914","true","img/P45.jpg","89","1","y","categorize-image-asp","54","1732138","0.0-10.0-0.11","true","89",""
"14662","","","","1","","image-text","55","1746805","0.0-10.0-1.11","","","{""Q0"":""the sailor is slapped by the cowboy""}"
"6665","false","img/P06.jpg","78","1","y","categorize-image-asp","57","1765696","0.0-10.0-0.12","false","78",""
"13569","","","","1","","image-text","58","1779268","0.0-10.0-1.12","","","{""Q0"":""The waiteress kickec the clown""}"
"9328","true","img/P29.jpg","89","1","y","categorize-image-asp","60","1804382","0.0-10.0-0.13","true","89",""
"15747","","","","1","","image-text","61","1820133","0.0-10.0-1.13","","","{""Q0"":""The soldier is scolded by the boxer""}"
"10853","true","img/P41.jpg","89","1","y","categorize-image-asp","63","1844991","0.0-10.0-0.14","true","89",""
