"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"6963","true","img/F01.jpg","89","0","y","categorize-image-asp","9","3862276","0.0-8.0-1.0","true","89",""
"13058","","","","0","","image-text","10","3875338","0.0-8.0-2.0","","","{""Q0"":""The man holds the broom.""}"
"8500","true","img/F03.jpg","89","0","y","categorize-image-asp","13","3897827","0.0-8.0-1.1","true","89",""
"9082","","","","0","","image-text","14","3906914","0.0-8.0-2.1","","","{""Q0"":""The maid holds the cane.""}"
"2741","true","img/F05.jpg","89","0","y","categorize-image-asp","17","3925029","0.0-8.0-1.2","true","89",""
"13081","","","","0","","image-text","18","3938114","0.0-8.0-2.2","","","{""Q0"":""the soldier holds a mop.""}"
"4461","true","img/P33.jpg","89","1","y","categorize-image-asp","21","3957747","0.0-10.0-0.0","true","89",""
"11217","","","","1","","image-text","22","3968970","0.0-10.0-1.0","","","{""Q0"":""a nun kisses a boxer.""}"
"3144","false","img/P16.jpg","89","1","n","categorize-image-asp","24","3983411","0.0-10.0-0.1","false","89",""
"8989","","","","1","","image-text","25","3992402","0.0-10.0-1.1","","","{""Q0"":""a cowboy pushes a ballerina""}"
"3365","true","img/P41.jpg","89","1","y","categorize-image-asp","27","4008179","0.0-10.0-0.2","true","89",""
"8874","","","","1","","image-text","28","4017058","0.0-10.0-1.2","","","{""Q0"":""a policeman slaps a swimmer""}"
"3625","true","img/P32.jpg","78","1","n","categorize-image-asp","30","4035075","0.0-10.0-0.3","true","78",""
"8714","","","","1","","image-text","31","4043794","0.0-10.0-1.3","","","{""Q0"":""the chef shoots a swimmer""}"
"1563","true","img/P25.jpg","89","1","y","categorize-image-asp","33","4057060","0.0-10.0-0.4","true","89",""
"12596","","","","1","","image-text","34","4069657","0.0-10.0-1.4","","","{""Q0"":""the professor scolds a dude""}"
"4263","false","img/P39.jpg","89","1","n","categorize-image-asp","36","4085684","0.0-10.0-0.5","false","89",""
"7615","","","","1","","image-text","37","4093306","0.0-10.0-1.5","","","{""Q0"":""the artist kisses a mime""}"
"2340","false","img/P38.jpg","78","1","y","categorize-image-asp","39","4110627","0.0-10.0-0.6","false","78",""
"10994","","","","1","","image-text","40","4121626","0.0-10.0-1.6","","","{""Q0"":""a pirate pulls a ballerina""}"
"1071","false","img/P15.jpg","89","1","n","categorize-image-asp","42","4135028","0.0-10.0-0.7","false","89",""
"8241","","","","1","","image-text","43","4143273","0.0-10.0-1.7","","","{""Q0"":""the nun follows the boxer""}"
"1399","true","img/P01.jpg","89","1","y","categorize-image-asp","45","4156723","0.0-10.0-0.8","true","89",""
"6034","","","","1","","image-text","46","4162762","0.0-10.0-1.8","","","{""Q0"":""the copt chases the robber""}"
"4047","true","img/P45.jpg","89","1","y","categorize-image-asp","48","4179394","0.0-10.0-0.9","true","89",""
"7538","","","","1","","image-text","49","4186937","0.0-10.0-1.9","","","{""Q0"":""the cowboy slaps the sailor""}"
"2184","false","img/P06.jpg","78","1","y","categorize-image-asp","51","4198259","0.0-10.0-0.10","false","78",""
"9523","","","","1","","image-text","52","4207786","0.0-10.0-1.10","","","{""Q0"":""the waitress kicks the clown""}"
"2060","true","img/P24.jpg","78","1","n","categorize-image-asp","54","4222595","0.0-10.0-0.11","true","78",""
"11634","","","","1","","image-text","55","4234234","0.0-10.0-1.11","","","{""Q0"":""the sailor touches the clown""}"
"2050","false","img/P22.jpg","78","1","y","categorize-image-asp","57","4250451","0.0-10.0-0.12","false","78",""
"8858","","","","1","","image-text","58","4259314","0.0-10.0-1.12","","","{""Q0"":""the sailor touches the swimmer""}"
"2878","true","img/P37.jpg","89","1","y","categorize-image-asp","60","4275410","0.0-10.0-0.13","true","89",""
"7227","","","","1","","image-text","61","4282641","0.0-10.0-1.13","","","{""Q0"":""the nun kisses the ballerina""}"
"4546","true","img/P11.jpg","78","1","n","categorize-image-asp","63","4302434","0.0-10.0-0.14","true","78",""
"8067","","","","1","","image-text","64","4310505","0.0-10.0-1.14","","","{""Q0"":""the pirate follows the doctor""}"
"1857","true","img/P29.jpg","89","1","y","categorize-image-asp","66","4322276","0.0-10.0-0.15","true","89",""
"6864","","","","1","","image-text","67","4329145","0.0-10.0-1.15","","","{""Q0"":""the policeman scolds the boxer""}"
"3528","true","img/P28.jpg","89","1","y","categorize-image-asp","69","4344867","0.0-10.0-0.16","true","89",""
"10562","","","","1","","image-text","70","4355434","0.0-10.0-1.16","","","{""Q0"":""the chef shoots the boxer""}"
"1986","true","img/P13.jpg","89","1","y","categorize-image-asp","72","4367955","0.0-10.0-0.17","true","89",""
"6907","","","","1","","image-text","73","4374866","0.0-10.0-1.17","","","{""Q0"":""the soldier is followed by the nun""}"
"2844","true","img/P03.jpg","78","1","n","categorize-image-asp","75","4389794","0.0-10.0-0.18","true","78",""
"6715","","","","1","","image-text","76","4396513","0.0-10.0-1.18","","","{""Q0"":""the cop chases the swimmer""}"
"2169","true","img/P23.jpg","78","1","n","categorize-image-asp","78","4411026","0.0-10.0-0.19","true","78",""
"11740","","","","1","","image-text","79","4422769","0.0-10.0-1.19","","","{""Q0"":""the cowboy punches the ballerina""}"
"2111","true","img/P09.jpg","89","1","y","categorize-image-asp","81","4436035","0.0-10.0-0.20","true","89",""
"12738","","","","1","","image-text","82","4448777","0.0-10.0-1.20","","","{""Q0"":""the pirate follows the sailor""}"
"1851","true","img/P21.jpg","89","1","y","categorize-image-asp","84","4473747","0.0-10.0-0.21","true","89",""
"6777","","","","1","","image-text","85","4480528","0.0-10.0-1.21","","","{""Q0"":""the cowboy punches the doctor""}"
"2098","true","img/P35.jpg","78","1","n","categorize-image-asp","87","4491138","0.0-10.0-0.22","true","78",""
"8882","","","","1","","image-text","88","4500024","0.0-10.0-1.22","","","{""Q0"":""the artist kisses the soldier""}"
"2381","true","img/P48.jpg","78","1","n","categorize-image-asp","90","4514610","0.0-10.0-0.23","true","78",""
"6915","","","","1","","image-text","91","4521529","0.0-10.0-1.23","","","{""Q0"":""the waitress tickes the pastor""}"
"3001","true","img/P17.jpg","89","1","y","categorize-image-asp","93","4538754","0.0-10.0-0.24","true","89",""
"7802","","","","1","","image-text","94","4546561","0.0-10.0-1.24","","","{""Q0"":""the artist punches the clown""}"
"1941","true","img/P05.jpg","89","1","y","categorize-image-asp","96","4561138","0.0-10.0-0.25","true","89",""
"6210","","","","1","","image-text","97","4567353","0.0-10.0-1.25","","","{""Q0"":""the pirate chases the robber""}"
"2285","true","img/P27.jpg","78","1","n","categorize-image-asp","99","4580770","0.0-10.0-0.26","true","78",""
"5931","","","","1","","image-text","100","4586705","0.0-10.0-1.26","","","{""Q0"":""the police scolds the ballerina""}"
"2941","true","img/P47.jpg","78","1","n","categorize-image-asp","102","4599282","0.0-10.0-0.27","true","78",""
"6123","","","","1","","image-text","103","4605409","0.0-10.0-1.27","","","{""Q0"":""the cowboy slaps the ballerina""}"
"1949","false","img/P46.jpg","78","1","y","categorize-image-asp","105","4619569","0.0-10.0-0.28","false","78",""
"6115","","","","1","","image-text","106","4625689","0.0-10.0-1.28","","","{""Q0"":""the waitress tickles the doctor""}"
"1556","true","img/P31.jpg","78","1","n","categorize-image-asp","108","4638979","0.0-10.0-0.29","true","78",""
"457","","","","1","","image-text","109","4639441","0.0-10.0-1.29","","","{""Q0"":""""}"
"3371","false","img/P12.jpg","78","1","y","categorize-image-asp","111","4653922","0.0-10.0-0.30","false","78",""
"8202","","","","1","","image-text","112","4662128","0.0-10.0-1.30","","","{""Q0"":""the cowboy pushes the swimmer""}"
"1766","true","img/P40.jpg","78","1","n","categorize-image-asp","114","4676163","0.0-10.0-0.31","true","78",""
"10305","","","","1","","image-text","115","4686472","0.0-10.0-1.31","","","{""Q0"":""the clown is pulled by the boxer""}"
"1872","true","img/P19.jpg","78","1","n","categorize-image-asp","117","4703395","0.0-10.0-0.32","true","78",""
