"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2478","true","img/F01.jpg","89","0","y","categorize-image-asp","9","4639193","0.0-8.0-1.0","true","89",""
"8736","","","","0","","image-text","10","4647930","0.0-8.0-2.0","","","{""Q0"":""The sailor holds a broom""}"
"4808","true","img/F03.jpg","89","0","y","categorize-image-asp","13","4665655","0.0-8.0-1.1","true","89",""
"13922","","","","0","","image-text","14","4679578","0.0-8.0-2.1","","","{""Q0"":""The cane is held by the waitress""}"
"3345","true","img/F05.jpg","89","0","y","categorize-image-asp","17","4694823","0.0-8.0-1.2","true","89",""
"10026","","","","0","","image-text","18","4704850","0.0-8.0-2.2","","","{""Q0"":""A mop is held by the soldier""}"
"4870","true","img/P06.jpg","89","1","y","categorize-image-asp","21","4723730","0.0-10.0-0.0","true","89",""
"15550","","","","1","","image-text","22","4739282","0.0-10.0-1.0","","","{""Q0"":""The waitress kicks a man""}"
"3933","true","img/P13.jpg","89","1","y","categorize-image-asp","24","4757914","0.0-10.0-0.1","true","89",""
"17613","","","","1","","image-text","25","4775529","0.0-10.0-1.1","","","{""Q0"":""The nun follows the soldier""}"
"5220","true","img/P38.jpg","89","1","y","categorize-image-asp","27","4791902","0.0-10.0-0.2","true","89",""
"14354","","","","1","","image-text","28","4806257","0.0-10.0-1.2","","","{""Q0"":""The pirate pulls the ballerina""}"
"3510","true","img/P45.jpg","89","1","y","categorize-image-asp","30","4820181","0.0-10.0-0.3","true","89",""
"13709","","","","1","","image-text","31","4833891","0.0-10.0-1.3","","","{""Q0"":""The cowboy slaps the sailor""}"
"7147","true","img/P19.jpg","78","1","n","categorize-image-asp","33","4852207","0.0-10.0-0.4","true","78",""
"11795","","","","1","","image-text","34","4864003","0.0-10.0-1.4","","","{""Q0"":""The painter punches the priest""}"
"11366","false","img/P32.jpg","89","1","n","categorize-image-asp","36","4887757","0.0-10.0-0.5","false","89",""
"10829","","","","1","","image-text","37","4898587","0.0-10.0-1.5","","","{""Q0"":""The chef shoots the swimmer""}"
"3811","true","img/P46.jpg","89","1","y","categorize-image-asp","39","4912398","0.0-10.0-0.6","true","89",""
"12540","","","","1","","image-text","40","4924940","0.0-10.0-1.6","","","{""Q0"":""The waitress tickles the doctor""}"
"8442","true","img/P47.jpg","78","1","n","categorize-image-asp","42","4945169","0.0-10.0-0.7","true","78",""
"14910","","","","1","","image-text","43","4960080","0.0-10.0-1.7","","","{""Q0"":""The cowboy slaps the ballerina""}"
"3231","true","img/P28.jpg","89","1","y","categorize-image-asp","45","4974992","0.0-10.0-0.8","true","89",""
"9103","","","","1","","image-text","46","4984096","0.0-10.0-1.8","","","{""Q0"":""The chef shoots the boxer""}"
"3726","true","img/P23.jpg","78","1","n","categorize-image-asp","48","4998621","0.0-10.0-0.9","true","78",""
"9811","","","","1","","image-text","49","5008432","0.0-10.0-1.9","","","{""Q0"":""The cowboy punches the ballerina""}"
"3007","true","img/P12.jpg","89","1","y","categorize-image-asp","51","5025474","0.0-10.0-0.10","true","89",""
"16369","","","","1","","image-text","52","5041843","0.0-10.0-1.10","","","{""Q0"":""cowboy pushes the swimmer""}"
"3674","true","img/P21.jpg","89","1","y","categorize-image-asp","54","5058863","0.0-10.0-0.11","true","89",""
"11868","","","","1","","image-text","55","5070732","0.0-10.0-1.11","","","{""Q0"":""The cowboy punches the doctor""}"
"3590","true","img/P03.jpg","78","1","n","categorize-image-asp","57","5086241","0.0-10.0-0.12","true","78",""
"10881","","","","1","","image-text","58","5097124","0.0-10.0-1.12","","","{""Q0"":""The policeman chases the swimmer""}"
"9694","true","img/P48.jpg","78","1","n","categorize-image-asp","60","5121024","0.0-10.0-0.13","true","78",""
"11657","","","","1","","image-text","61","5132682","0.0-10.0-1.13","","","{""Q0"":""The waitress tickles the priest""}"
"4543","true","img/P35.jpg","78","1","n","categorize-image-asp","63","5147997","0.0-10.0-0.14","true","78",""
"13875","","","","1","","image-text","64","5161874","0.0-10.0-1.14","","","{""Q0"":""The artist kisses the soldier""}"
"5599","true","img/P40.jpg","78","1","n","categorize-image-asp","66","5178797","0.0-10.0-0.15","true","78",""
"12420","","","","1","","image-text","67","5191218","0.0-10.0-1.15","","","{""Q0"":""The boxer pulls the clown""}"
"3613","true","img/P11.jpg","78","1","n","categorize-image-asp","69","5210031","0.0-10.0-0.16","true","78",""
"9882","","","","1","","image-text","70","5219914","0.0-10.0-1.16","","","{""Q0"":""The pirate follows the doctor""}"
"6462","true","img/P05.jpg","89","1","y","categorize-image-asp","72","5239247","0.0-10.0-0.17","true","89",""
"17075","","","","1","","image-text","73","5256322","0.0-10.0-1.17","","","{""Q0"":""The pirate chases the robber""}"
"2563","true","img/P33.jpg","89","1","y","categorize-image-asp","75","5270730","0.0-10.0-0.18","true","89",""
"11055","","","","1","","image-text","76","5281786","0.0-10.0-1.18","","","{""Q0"":""The nun kisses the boxer""}"
