"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"2021","true","img/F01.jpg","89","0","y","categorize-image-asp","9","539810","0.0-8.0-1.0","true","89",""
"24308","","","","0","","image-text","10","564156","0.0-8.0-2.0","","","{""Q0"":""the sailor is sweeping""}"
"5493","true","img/F03.jpg","89","0","y","categorize-image-asp","13","582413","0.0-8.0-1.1","true","89",""
"18373","","","","0","","image-text","14","600793","0.0-8.0-2.1","","","{""Q0"":""the cane is being held by the waitress""}"
"3300","true","img/F05.jpg","89","0","y","categorize-image-asp","17","621420","0.0-8.0-1.2","true","89",""
"11918","","","","0","","image-text","18","633343","0.0-8.0-2.2","","","{""Q0"":""the soldier is mopping""}"
"2755","true","img/P09.jpg","89","1","y","categorize-image-asp","21","653609","0.0-10.0-0.0","true","89",""
"12668","","","","1","","image-text","22","666286","0.0-10.0-1.0","","","{""Q0"":""the pirate follows the sailor""}"
"3100","true","img/P37.jpg","89","1","y","categorize-image-asp","24","681529","0.0-10.0-0.1","true","89",""
"32542","","","","1","","image-text","25","714075","0.0-10.0-1.1","","","{""Q0"":""the nun is going to kissthe dancer""}"
"2894","true","img/P25.jpg","89","1","y","categorize-image-asp","27","730053","0.0-10.0-0.2","true","89",""
"20335","","","","1","","image-text","28","750392","0.0-10.0-1.2","","","{""Q0"":""the old man scolds the sailor""}"
"3521","true","img/P05.jpg","89","1","y","categorize-image-asp","30","767812","0.0-10.0-0.3","true","89",""
"17766","","","","1","","image-text","31","785582","0.0-10.0-1.3","","","{""Q0"":""the burglar is chased by the pirate""}"
"6770","true","img/P33.jpg","89","1","y","categorize-image-asp","33","804754","0.0-10.0-0.4","true","89",""
"11727","","","","1","","image-text","34","816484","0.0-10.0-1.4","","","{""Q0"":""the nun kisses the boxer""}"
"11232","true","img/P16.jpg","78","1","n","categorize-image-asp","36","837247","0.0-10.0-0.5","true","78",""
"18460","","","","1","","image-text","37","855714","0.0-10.0-1.5","","","{""Q0"":""the cowboy is pushing the dancer""}"
"5066","true","img/P41.jpg","89","1","y","categorize-image-asp","39","875053","0.0-10.0-0.6","true","89",""
"15662","","","","1","","image-text","40","890720","0.0-10.0-1.6","","","{""Q0"":""the policeman slaps the swimmer""}"
"10377","true","img/P24.jpg","78","1","n","categorize-image-asp","42","913708","0.0-10.0-0.7","true","78",""
"17357","","","","1","","image-text","43","931070","0.0-10.0-1.7","","","{""Q0"":""the sailor touches the clown""}"
"2462","false","img/P43.jpg","89","1","n","categorize-image-asp","45","944393","0.0-10.0-0.8","false","89",""
"11735","","","","1","","image-text","46","956132","0.0-10.0-1.8","","","{""Q0"":""the policeman slaps the boxer""}"
"2750","true","img/P45.jpg","89","1","y","categorize-image-asp","48","973224","0.0-10.0-0.9","true","89",""
"15550","","","","1","","image-text","49","988779","0.0-10.0-1.9","","","{""Q0"":""the sailor is slapped by the cowoy""}"
"3952","false","img/P11.jpg","89","1","n","categorize-image-asp","51","1006774","0.0-10.0-0.10","false","89",""
"15302","","","","1","","image-text","52","1022081","0.0-10.0-1.10","","","{""Q0"":""the sailor follows the doctor""}"
"4533","true","img/P13.jpg","89","1","y","categorize-image-asp","54","1039380","0.0-10.0-0.11","true","89",""
"15599","","","","1","","image-text","55","1054983","0.0-10.0-1.11","","","{""Q0"":""the soldier is followed by the monk""}"
"5243","false","img/P12.jpg","78","1","y","categorize-image-asp","57","1072179","0.0-10.0-0.12","false","78",""
"13814","","","","1","","image-text","58","1085998","0.0-10.0-1.12","","","{""Q0"":""the cowboy pushes the swimmer""}"
"10218","true","img/P23.jpg","78","1","n","categorize-image-asp","60","1111856","0.0-10.0-0.13","true","78",""
"15599","","","","1","","image-text","61","1127492","0.0-10.0-1.13","","","{""Q0"":""the ballerina is punched by the cowboy""}"
"2812","true","img/P17.jpg","89","1","y","categorize-image-asp","63","1140862","0.0-10.0-0.14","true","89",""
"11431","","","","1","","image-text","64","1152298","0.0-10.0-1.14","","","{""Q0"":""the artist punches the clown""}"
"5496","true","img/P39.jpg","78","1","n","categorize-image-asp","66","1167245","0.0-10.0-0.15","true","78",""
"11999","","","","1","","image-text","67","1179249","0.0-10.0-1.15","","","{""Q0"":""the clown is kissed by the artist""}"
"3123","false","img/P22.jpg","78","1","y","categorize-image-asp","69","1195307","0.0-10.0-0.16","false","78",""
"14223","","","","1","","image-text","70","1209535","0.0-10.0-1.16","","","{""Q0"":""the swimmer is touched by the sailor""}"
"5397","true","img/P07.jpg","78","1","n","categorize-image-asp","72","1225865","0.0-10.0-0.17","true","78",""
"16071","","","","1","","image-text","73","1241941","0.0-10.0-1.17","","","{""Q0"":""the doctor is chased by the maid""}"
"5236","true","img/P27.jpg","78","1","n","categorize-image-asp","75","1256344","0.0-10.0-0.18","true","78",""
"13991","","","","1","","image-text","76","1270339","0.0-10.0-1.18","","","{""Q0"":""the policeman scolds the ballerina""}"
"5089","false","img/P32.jpg","89","1","n","categorize-image-asp","78","1286549","0.0-10.0-0.19","false","89",""
"10160","","","","1","","image-text","79","1296713","0.0-10.0-1.19","","","{""Q0"":""the swimmer is shot by the chef""}"
"4170","false","img/P46.jpg","78","1","y","categorize-image-asp","81","1314340","0.0-10.0-0.20","false","78",""
"15431","","","","1","","image-text","82","1329777","0.0-10.0-1.20","","","{""Q0"":""the maid tickles the doctor""}"
"6407","true","img/P31.jpg","78","1","n","categorize-image-asp","84","1350226","0.0-10.0-0.21","true","78",""
"14503","","","","1","","image-text","85","1364734","0.0-10.0-1.21","","","{""Q0"":""the soldier is scolded by the professor""}"
"2378","true","img/P03.jpg","78","1","n","categorize-image-asp","87","1379025","0.0-10.0-0.22","true","78",""
"13647","","","","1","","image-text","88","1392676","0.0-10.0-1.22","","","{""Q0"":""the policeman chases the swimmer""}"
"2735","true","img/P21.jpg","89","1","y","categorize-image-asp","90","1406783","0.0-10.0-0.23","true","89",""
