"rt","correct","stimulus","key_press","phase","verif_ans","trial_type","trial_index","time_elapsed","internal_node_id","resp_iscorrect","verif_response","responses"
"1820","true","img/F01.jpg","89","0","y","categorize-image-asp","9","583949","0.0-8.0-1.0","true","89",""
"14194","","","","0","","image-text","10","598145","0.0-8.0-2.0","","","{""Q0"":""The sailor holds the broom""}"
"3577","true","img/F03.jpg","89","0","y","categorize-image-asp","13","615117","0.0-8.0-1.1","true","89",""
"10801","","","","0","","image-text","14","625918","0.0-8.0-2.1","","","{""Q0"":""The waitress is holding the cane""}"
"2219","true","img/F05.jpg","89","0","y","categorize-image-asp","17","640822","0.0-8.0-1.2","true","89",""
"11127","","","","0","","image-text","18","651950","0.0-8.0-2.2","","","{""Q0"":""The soldier is holding the broom""}"
"3646","true","img/P01.jpg","89","1","y","categorize-image-asp","21","668756","0.0-10.0-0.0","true","89",""
"13577","","","","1","","image-text","22","682335","0.0-10.0-1.0","","","{""Q0"":""The police officer is chasing the robber""}"
"5537","true","img/P37.jpg","89","1","y","categorize-image-asp","24","701638","0.0-10.0-0.1","true","89",""
"17191","","","","1","","image-text","25","718830","0.0-10.0-1.1","","","{""Q0"":""The nun wants to kiss the ballerina ""}"
"6059","true","img/P28.jpg","89","1","y","categorize-image-asp","27","736383","0.0-10.0-0.2","true","89",""
"8863","","","","1","","image-text","28","745246","0.0-10.0-1.2","","","{""Q0"":""The chef shoots the boxer""}"
"7460","true","img/P24.jpg","78","1","n","categorize-image-asp","30","766463","0.0-10.0-0.3","true","78",""
"11918","","","","1","","image-text","31","778383","0.0-10.0-1.3","","","{""Q0"":""The sailor touches the clown""}"
"2796","true","img/P19.jpg","78","1","n","categorize-image-asp","33","793556","0.0-10.0-0.4","true","78",""
"13330","","","","1","","image-text","34","806888","0.0-10.0-1.4","","","{""Q0"":""The artist punches the monk""}"
"2177","true","img/P39.jpg","78","1","n","categorize-image-asp","36","818139","0.0-10.0-0.5","true","78",""
"13634","","","","1","","image-text","37","831775","0.0-10.0-1.5","","","{""Q0"":""The artist kisses the clown""}"
"2522","true","img/P17.jpg","89","1","y","categorize-image-asp","39","847217","0.0-10.0-0.6","true","89",""
"11477","","","","1","","image-text","40","858695","0.0-10.0-1.6","","","{""Q0"":""The artist punches the clown""}"
"2731","true","img/P05.jpg","89","1","y","categorize-image-asp","42","875356","0.0-10.0-0.7","true","89",""
"10354","","","","1","","image-text","43","885711","0.0-10.0-1.7","","","{""Q0"":""The pirate chases the robber""}"
"6328","false","img/P38.jpg","78","1","y","categorize-image-asp","45","902673","0.0-10.0-0.8","false","78",""
"9548","","","","1","","image-text","46","912223","0.0-10.0-1.8","","","{""Q0"":""The pirate pulls the ballerina ""}"
